product,field,platform,location,homepage,establish_time,round,project_status,status,tags,description,contact,leadership,logo_url,url,company_name,brief_intro
果酷网,生活消费,平台：WEB,坐标：北京市,官网：www.guocool.com,成立时间：不详,"其他轮,金额未透露,融资完成",立即认领,运营状态：正在运营,,果酷网隶属于北京创想开盈科贸有限公司，主要提供鲜切水果类服务、鲜果类产品销售，是北京地区最专业的水果类服务提供商。目前，果酷获得易果生鲜战略投资。双方联合推出“百万果粉颜职计划”，为中小企业每日配备鲜果以及衍生创意鲜果产品。,,,http://pic.pedaily.cn/newseed/project/20150813/20150813143431389.jpg,http://www.newseed.cn/project/19413,北京创想开盈科贸有限公司,果酷网隶属于北京创想开盈科贸有限公司，主要提供鲜切水果类服务、鲜果类产品销售，是北京地区最专业的水果类服务提供商。
我趣旅行,旅游,平台：WEB,坐标：深圳市,官网：www.woqu.com,成立时间：不详,"其他轮,2500万,美元,融资完成",立即认领,运营状态：正在运营,旅游综合服务,我趣旅行是一家专注于出境游旅游线路服务的网站，主打目的地旅游服务与地接旅游服务，隶属于深圳市揽胜天下信息技术有限公司。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@061114.jpg,http://www.newseed.cn/project/19724,深圳市揽胜天下信息技术有限公司,深圳市揽胜天下信息技术有限公司成立于2013年，旗下的我趣旅行网，是一家专注于为全球华人提供优质美国自助游服务的创新型网上旅游预订公司，致力于帮助用户实现高性价比、高品质、个性化的海外自助游。
酷派手机,硬件,平台：硬件,坐标：深圳市,官网：campus.coolpad.com,成立时间：不详,"其他轮,4.09亿,美元,融资完成",立即认领,运营状态：正在运营,办公软件,芒果云是一个进销存软件服务商，支持电脑、手机、平板等多平台同步下单和查询。成都芒果云计算有限公司旗下。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@015118.jpg,http://www.newseed.cn/project/19952,宇龙计算机通信科技（深圳）有限公司,宇龙计算机通信科技（深圳）有限公司是中国无线科技有限公司（2369.HK）的全资附属子公司，是中国专业的智能手机终端、移动数据平台系统、增值业务运营一体化解决方案提供商，专注于以智能手机为核心的无线数据一体化解决方案，并致力发展成为智能手机领导者与无线数据行业应用专家。   宇龙通信在无线通信领域已拥有14项国家级技术专利，多项技术打破国外公司的垄断，自主知识产权的领驰操作系统还入围国家电子发展基金支持项目，在3G手机的研发中走在了行业的前列。宇龙通信现在已经与中国联通、中国电信、思科、高通、微软及德州仪器（TI）等多家国际知名企业建立了长期战略合作伙伴关系。
唯冠科技,硬件,平台：WEB,坐标：深圳市,官网：weibo.com/proviewsz,成立时间：不详,"其他轮,4.3亿,人民币,融资完成",立即认领,运营状态：正在运营,,唯冠科技成立于1989年，是一家以电脑显示器研发、生产、销售为主的综合性IT集团企业。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@025342.jpg,http://www.newseed.cn/project/19966,唯冠科技（深圳）有限公司,唯冠科技成立于1989年，是一家以电脑显示器研发、生产、销售为主的综合性IT集团企业。
苏宁云商,生活消费,平台：WEB,坐标：南京市,官网：www.suning.com,成立时间：不详,"其他轮,283亿,人民币,融资完成",立即认领,运营状态：不详,大宗批发零售,苏宁电器股份有限公司(002024.SZ)是中国3C（家电、电脑、通讯）家电连锁零售企业的领先者，是国家商务部重点培育的“全国15家大型商业企业集团”之一。截至2009年5月，苏宁电器在中国29个省和直辖市、200多个城市拥有850多家连锁店。2008年销售规模突破1000亿元，品牌价值423.37亿元，名列中国企业500强第53位，入选《福布斯》亚洲企业50强、《福布斯》全球2000大企业中国零售企业第一位、中国民营企业第一位。苏宁电器与国内外上千家供应商建立了战略关系，如三星、LG、索尼、摩托罗拉、海尔等公司。,,,http://pic.pedaily.cn/newseed/project/20150811/20150811103716619.jpg,http://www.newseed.cn/project/40137,苏宁云商集团股份有限公司,苏宁电器股份有限公司(002024.SZ)是中国3C（家电、电脑、通讯）家电连锁零售企业的领先者，是国家商务部重点培育的“全国15家大型商业企业集团”之一。截至2009年5月，苏宁电器在中国29个省和直辖市、200多个城市拥有850多家连锁店。2008年销售规模突破1000亿元，品牌价值423.37亿元，名列中国企业500强第53位，入选《福布斯》亚洲企业50强、《福布斯》全球2000大企业中国零售企业第一位、中国民营企业第一位。苏宁电器与国内外上千家供应商建立了战略关系，如三星、LG、索尼、摩托罗拉、海尔等公司。
SBRH,硬件,平台：WEB,坐标：美国,官网：暂无,成立时间：不详,"其他轮,145亿,日元,融资完成",立即认领,运营状态：正在运营,机器人,SBRH是一个一家专注机器人业务的法国公司，旗下拥有全球首个具有感情的机器人产品Pepper。,,,http://pic.pedaily.cn/newseed/project/20150901/20150901102153125.jpg,http://www.newseed.cn/project/39410,SBRH,SBRH是一个一家专注机器人业务的法国公司，旗下拥有全球首个具有感情的机器人产品 Pepper。
Airbnb,生活消费,平台：WEB,坐标：美国,官网：www.airbnb.com,成立时间：不详,"其他轮,15亿,美元,融资完成",立即认领,运营状态：正在运营,买卖租赁,Airbnb成立于2008年，是一家短租网站，通过P2P的模式面向全球旅客提供房屋租赁对接服务。,,,http://pic.pedaily.cn/newseed/project/20150819/20150819093235205.jpg,http://www.newseed.cn/project/43402,Airbnb,Airbnb成立于2008年，是一家短租网站，通过P2P的模式面向全球旅客提供房屋租赁对接服务
依图科技,企业服务,平台：WEB,坐标：上海市,官网：weibo.com/u/5453041495,成立时间：不详,"其他轮,金额未透露,融资完成",立即认领,运营状态：正在运营,图像视频,依图科技是一家计算机视觉科技公司，为用户提供基于图像理解的信息获取和人机交互的产品，致力于构建机器视觉的未来。,,,http://pic.pedaily.cn/newseed/projectlogo/201508/20150808@235030.jpg,http://www.newseed.cn/project/40184,N/A,
镭神智能,硬件,平台：WEB,坐标：深圳市,官网：leishen-ladar.com,成立时间：不详,"其他轮,金额未透露,融资完成",立即认领,运营状态：正在运营,游戏硬件办公软件行业及技术解决方案,深圳市镭神智能系统有限公司是一家面向全球提供激光雷达解决方案的公司，核心业务是激光雷达相关硬件和软件产品的研发和生产。,,,http://pic.pedaily.cn/newseed/projectlogo/201507/20150731@130100.jpg,http://www.newseed.cn/project/40347,深圳市镭神智能系统有限公司,深圳市镭神智能系统有限公司是一家面向全球提供激光雷达解决方案的公司，核心业务是激光雷达相关硬件和软件产品的研发和生产。
什马金融,房产金融,平台：WEB,坐标：上海市,官网：www.shenma007.com,成立时间：不详,"其他轮,金额未透露,融资完成",立即认领,运营状态：不详,制造业能源环保互联网大数据互联网金融,"什马互联网金融信息服务（上海）有限公司是一家互联网金融信息服务公司，成立于2015年1月，总部位于国内金融中心上海,以新能源交通工具为市场切入点，以12亿大众和准富裕阶层为核心人群，凭借大数据和资本连接供应链、生产制造、销售、用户全闭环，彻底释放普惠金融服务的无穷想象。",,,http://pic.pedaily.cn/newseed/project/20151104/20151104095722771.jpg,http://www.newseed.cn/project/42358,N/A,
51BOOK,旅游,平台：WEB,坐标：北京市,官网：www.51book.com,成立时间：不详,"其他轮,4.38亿,人民币,融资完成",立即认领,运营状态：不详,大宗批发零售,51BOOK是一个面向机票代理人行业的B2B网站，主要提供机票批发、代理、分销等服务。,,,http://pic.pedaily.cn/newseed/projectlogo/201508/20150816@235003.jpg,http://www.newseed.cn/project/42602,N/A,
高思教育,教育培训,平台：WEB,坐标：北京市,官网：www.gaosiedu.com,成立时间：不详,"其他轮,4亿,人民币,融资完成",立即认领,运营状态：正在运营,体育培训,高思教育是一个中小学教学培训机构，由教育专家徐鸣皋教授的带领的“数学尖子班”发展而来。,,,http://pic.pedaily.cn/newseed/projectlogo/201508/20150831@200012.jpg,http://www.newseed.cn/project/43847,高思教育,高思教育是一个中小学教学培训机构，由教育专家徐鸣皋教授的带领的“数学尖子班”发展而来。
心动网络,游戏体育,平台：WEB,坐标：上海市,官网：www.xd.com,成立时间：不详,"其他轮,2.5亿,人民币,融资完成",立即认领,运营状态：正在运营,互联网,《神仙道》运营商心动网络昨日宣布完成首轮2.5亿融资，中国文化产业基金领头，东方证券广发证券跟投。资料显示，心动网络前身为互联网分享网站VeryCD，创始人为黄一孟、戴云杰和赵宇尧。,,,http://pic.pedaily.cn/newseed/project/20150902/20150902160709185.jpg,http://www.newseed.cn/project/43887,上海心动企业发展有限公司,心动网络是一家互动娱乐及游戏平台，主要运营有《天地英雄》、《盛世三国》、《神仙道》等自主研发或代理的多款业内领先的互联网游戏产品，主打网页游戏及手机游戏服务。
新榜,文化娱乐,平台：WEB,坐标：上海市,官网：www.newrank.cn/index.html,成立时间：2014-07,"其他轮,金额未透露,融资完成",立即认领,运营状态：正在运营,,上海看榜信息科技有限公司是新榜（newrank.cn）的运营主体。2014年7月底，创始人徐达内和同伴发布了中国第一个以微信公众号为主体对象的排行榜产品，而后于2014年11月起通过上海看榜信息科技有限公司开展正式运营。,,,http://pic.pedaily.cn/newseed/project/20151014/20151014162917875.jpg,http://www.newseed.cn/project/45633,上海看榜信息科技有限公司,上海看榜信息科技有限公司是新榜（newrank.cn）的运营主体。2014年7月底，创始人徐达内和同伴发布了中国第一个以微信公众号为主体对象的排行榜产品，而后于2014年11月起通过上海看榜信息科技有限公司开展正式运营。
菠萝袋,房产金融,平台：WEB,坐标：北京市,官网：www.borrowday.com,成立时间：不详,"其他轮,1亿,人民币,融资完成",立即认领,运营状态：正在运营,,菠萝袋是一个分期消费平台，致力于为中国的千万大学生解决分期付款的问题。,,,http://pic.pedaily.cn/newseed/projectlogo/201509/20150907@235008.jpg,http://www.newseed.cn/project/43973,菠萝袋,菠萝袋是一个分期消费平台，致力于为中国的千万大学生解决分期付款的问题。
上海洛克公园,文化娱乐,平台：WEB,坐标：上海市,官网：weibo.com/ruckerpark,成立时间：不详,"其他轮,金额未透露,融资完成",立即认领,运营状态：正在运营,体育培训户外/极限运动体育设施/场馆,上海洛克公园是一家篮球主题运动服务品牌，旗下有洛克公园体育场馆、预订系统等。上海洛合体育发展有限公司旗下产品。,,,http://pic.pedaily.cn/newseed/projectlogo/201509/20150921@111909.jpg,http://www.newseed.cn/project/44321,N/A,
首汽租车,生活消费,平台：WEB,坐标：北京市,官网：www.izuche.com/Home.aspx,成立时间：1992,"其他轮,21.5亿,人民币,融资完成",立即认领,运营状态：正在运营,汽车后服务买卖租赁能源环保互联网,首汽租车早在1992年就已成立，是国内第一家综合性的汽车租赁服务供应商。旗下的业务既拥有传统的短租自驾、定向长租、商务用车、公车改革，也涵盖了互联网模式的融资租赁、约租车、新能源分时租赁等。经过20年发展，其现在全国设立直营网点150多家，覆盖国内50多个城市，车队规模超过15，000辆。,,,http://pic.pedaily.cn/newseed/project/20151010/20151010094437130.jpg,http://www.newseed.cn/project/45456,首汽租赁有限责任公司,首汽租赁有限责任公司成立于1992年，是国内最早从事专业性综合性汽车租赁服务的供应商之一。首汽租车是首汽集团的控股子公司，首汽集团前身为1951年由周恩来总理亲自命名并挂牌成立的首都汽车公司。经过半个多世纪的发展，已成为集汽车客运、汽车销售与维修、汽车租赁、成品油销售于一体的企业集团。首汽租车致力成为中国最佳的汽车租赁服务商，并立志为推动中国的汽车租赁产业和汽车工业的发展而努力。
天天拍车,汽车交通,平台：WEB,坐标：上海市,官网：www.ttpai.cn,成立时间：不详,"其他轮,8000万,美元,融资完成",立即认领,运营状态：不详,汽车后服务O2O/本地生活互联网,天天拍车是一个个人卖车互联网服务平台，孵化于51汽车网，提供上门检测，无线竞拍，成交办理的一站式卖车O2O服务，并采用C2B模式。上海谨务汽车咨询技术有限公司旗下产品。,,,http://pic.pedaily.cn/newseed/projectlogo/201509/20150909@200018.jpg,http://www.newseed.cn/project/44001,天天拍车,天天拍车是一个个人卖车互联网服务平台，孵化于51汽车网，提供上门检测，无线竞拍，成交办理的一站式卖车O2O服务，并采用C2B模式。上海谨务汽车咨询技术有限公司旗下产品。
微影时代,文化娱乐,"平台：WEB,其他",坐标：北京市,官网：www.weiyingshidai.com,成立时间：2007,"其他轮,金额未透露,融资完成",立即认领,运营状态：正在运营,VR/AR体育培训大数据赛事运营/经纪体育设施/场馆,,,,http://pic.pedaily.cn/newseed/project/20151117/20151117114842494.jpg,http://www.newseed.cn/project/46939,北京微影时代文化传媒有限公司,北京微影时代文化传媒有限公司，始创于2007年，历经7年发展练就了一支视角独特，技术精湛，思路开阔，反应迅速的专业制作团队；现拥有专业的数字化影视设备机房，高清后期编辑系统，全数字后期非线编辑设备及影视编导，剪辑包装团队。致力于电视栏目、微电影。TVC广告、宣传片、专题片制作，着力打造当下具有深厚文化内涵的强大影响力的影视作品。7年来公司秉持客户至上 、工作务实 、技术团队水平准求一流的敬业态度积累了众多忠实客户。随着移动互联网时代的发展需求，公司与上海庭愿商务咨询有限公司合作开展移动互联网新媒体 360°微全景，研发　制作　传播业务。
水滴信用,房产金融,"平台：WEB,其他",坐标：上海市,官网：shuidi.cn,成立时间：2017-12-20,"其他轮,3000万,人民币,需要融资",约谈,运营状态：正在运营,大数据,水滴信用─中国企业信用档案中心，是由上海凭安征信服务有限公司（国家发改委信用体系建设合作伙伴）和北京奇虎科技有限公司（首家大数据信用试点单位）共同运营的中国企业信用档案中心。数据来源于政府部门公开数据、企业自主提交信息、信用调查员提交信息等，并进行智能化采集、处理、关联、建模，全方位对企业进行画像，为广大网民、政府主管机构、商业银行、P2P公司、基金以及普通企业用户提供信用信息服务。,黄飞飞,杨茂江CEO,http://www.newseed.cn/upload2/project/logo/201708/23110525317.jpg,http://www.newseed.cn/project/47611,N/A,
瓜子二手车直卖网,汽车交通,平台：WEB,坐标：北京市,官网：www.guazi.com,成立时间：2012-09,"其他轮,1.8亿,美元,融资完成",立即认领,运营状态：正在运营,二手车买卖租赁互联网,"瓜子二手车直卖网专注于推动国内个人二手车市场发展,引入国际先进的c2c买卖二手车模式，省去二手车交易的中间环节，以互联网连接买家到卖家，给买卖双方更多利益空间。",,,http://pic.pedaily.cn/newseed/project/20151125/20151125160352199.jpg,http://www.newseed.cn/project/47238,车好多旧机动车经纪（北京）有限公司,瓜子二手车直卖网专注于推动国内个人二手车市场发展，引入国际先进的C2C买卖二手车模式，省去二手车交易的中间环节，以互联网连接买家到卖家，给买卖双方更多利益空间。
首汽约车,信息技术,平台：WEB,坐标：天津市,官网：www.01zhuanche.com,成立时间：2015,"其他轮,7亿,人民币,融资完成",立即认领,运营状态：正在运营,,首约科技（天津）有限公司成立于2015年，是首汽集团控股公司。首汽约车提供即时叫车、预约叫车、代人叫车、接送机、日租半日租等服务。,,,http://pic.pedaily.cn/newseed/project/201512/20151216153313269.jpg,http://www.newseed.cn/project/47808,首约科技（天津）有限公司,首约科技（天津）有限公司成立于2015年，是首汽集团控股公司。首汽约车提供即时叫车、预约叫车、代人叫车、接送机、日租半日租等服务。用户可通过手机应用终端、客服电话、网站三种方式进行预订。
安心医生,信息技术,平台：移动应用,坐标：北京市,官网：www.anxinyisheng.com,成立时间：不详,"其他轮,2亿,人民币,融资完成",立即认领,运营状态：不详,医疗信息化,安心医生是一家连接医生和患者的移动医疗应用，支持医生个人诊所、病患随访等服务，隶属于北京惠福康信息咨询有限公司。,,,http://pic.pedaily.cn/newseed/projectlogo/201601/20160119@091531.jpg,http://www.newseed.cn/project/48226,N/A,
盖雅工场GaiaWorks,信息技术,平台：WEB,坐标：苏州市,官网：www.gaiaworks.cn,成立时间：不详,"其他轮,1.3亿,人民币,融资完成",立即认领,运营状态：不详,人力资源办公软件,盖雅工场GaiaWorks是一家人力资源和劳动力管理软件开发商，产品包括考勤和工时管理数据采集设备、个性化薪资袋打印设备及印刷服务等，隶属于苏州盖雅信息技术有限公司。,,,http://pic2.pedaily.cn/newseed/projectlogo/201603/20160325@103412.jpg,http://www.newseed.cn/project/49402,N/A,
aCommerce,企业服务,平台：WEB,坐标：泰国,官网：www.acommerce.asia,成立时间：不详,不详,立即认领,运营状态：正在运营,电子商务仓储物流,aCommerce成立于2013年，主要业务为电商公司提供包括：库存、仓储、物流、物流、数字营销等方面的工具，为蓬勃发展的电商业务做运营支持。,,,http://pic2.pedaily.cn/newseed/project/201607/20160719170913394.jpg,http://www.newseed.cn/project/37627,aCommerce,aCommerce 成立于2013年，是一家来自泰国的电子商务提供商，致力于帮助品牌公司进行电商业务，包括电商平台建设、拓展、快递、客户呼叫中心、营销、渠道管理等。
新华健康,医疗健康,平台：移动应用,坐标：北京市,官网：www.ncihealth.cn,成立时间：不详,"其他轮,金额未透露,融资完成",立即认领,运营状态：不详,健康保健,新华健康是一家综合医疗健康服务机构，主要从事健康管理、医疗服务、护理服务、医疗投资等健康医疗产业，新华人寿旗下全资子公司。,,,http://pic.pedaily.cn/newseed/projectlogo/201602/20160204@093900.jpg,http://www.newseed.cn/project/48582,N/A,
南瓜车,生活消费,平台：移动应用,坐标：上海市,官网：www.nanguache.com,成立时间：不详,"其他轮,金额未透露,融资完成",立即认领,运营状态：正在运营,O2O/本地生活,南瓜车是一家美发O2O服务平台，上海小粉网络科技有限公司旗下网站。公司日前获得数百万美元A轮投资，IDG资本投资。,,,http://pic2.pedaily.cn/newseed/project/201611/20161123113755154.jpg,http://www.newseed.cn/project/17015,上海小粉网络科技有限公司,南瓜车是一家美发O2O服务平台，上海小粉网络科技有限公司旗下网站。
乐视体育,游戏体育,平台：WEB,坐标：北京市,官网：sports.letv.com,成立时间：不详,"其他轮,80亿,人民币,融资完成",立即认领,运营状态：正在运营,视频图像视频体育培训直播赛事运营/经纪体育设施/场馆,乐视体育是乐视网与乐视控股（北京）有限公司出资设立的新公司，平台汇聚了足球、篮球、高尔夫、网球等体育项目，通过赛事视频直播、视频回放、原创节目等多种形式为用户带来体育赛事视频体验。,,,http://pic2.pedaily.cn/newseed/project/201611/20161108141717299.jpg,http://www.newseed.cn/project/17197,乐视体育文化产业发展（北京）有限公司,乐视体育文化产业发展（北京）有限公司成立于2014年3月20日，公司位于北京市海淀区中关村南大街，乐视体育是乐视网与乐视控股（北京）有限公司出资设立的新公司，平台汇聚了足球、篮球、高尔夫、网球等体育项目，通过赛事视频直播、视频回放、原创节目等多种形式为用户带来体育赛事视频体验。
同盾科技,企业服务,平台：WEB,坐标：杭州市,官网：fraudmetrix.cn,成立时间：不详,"其他轮,3200万,美元,融资完成",立即认领,运营状态：正在运营,金融科技互联网,杭州同盾科技（FraudMetrix）是一家金融风险控制和反欺诈服务提供商，通过自主研发的实时风险分析平台，为金融机构提供账号安全、交易安全、支付安全、互联网信贷安全等专业服务。,,,http://pic2.pedaily.cn/newseed/project/201604/20160413101253269.jpg,http://www.newseed.cn/project/17131,杭州同盾科技有限公司,杭州同盾科技有限公司是一家金融风险控制和反欺诈服务提供商，通过自主研发的实时风险分析平台，为金融机构提供账号安全、交易安全、支付安全、互联网信贷安全等专业服务。
一起写,企业服务,平台：WEB,坐标：北京市,官网：yiqixie.com,成立时间：不详,"其他轮,金额未透露,融资完成",立即认领,运营状态：不详,,一起写是一家提供多人实时同步通信服务的初创公司，隶属于北京晴云科技有限公司。,,,http://pic2.pedaily.cn/newseed/project/201609/20160908174033366.png,http://www.newseed.cn/project/17142,北京晴云科技有限公司,一起写是一家提供多人实时同步通信服务的初创公司，隶属于北京晴云科技有限公司。
一条,生活消费,平台：WEB,坐标：上海市,官网：yitiao.tv,成立时间：不详,"其他轮,1亿,人民币,融资完成",立即认领,运营状态：不详,视频图像视频移动互联网互联网,一条视频是一家基于移动互联网和微信的生活视频服务品牌，旗下有生活、潮流、文艺等各类栏目，如《隐世小店》、《城中潮客》、《男士型格》、《中国建筑新浪潮》、《达人厨房》、《美谈BeautyTalk》等。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@113604.jpg,http://www.newseed.cn/project/17466,上海一条网络科技有限公司,一条视频是一家基于移动互联网和微信的生活视频服务品牌，旗下有生活、潮流、文艺等各类栏目，如《隐世小店》、《城中潮客》、《男士型格》、《中国建筑新浪潮》、《达人厨房》、《美谈Beauty Talk》等。
金山云,信息技术,平台：WEB,坐标：北京市,官网：www.ksyun.com,成立时间：不详,"其他轮,5000万,美元,融资完成",立即认领,运营状态：正在运营,办公软件,金山云是金山软件旗下子公司，成立于2012年，是国内领先的云计算服务提供商，在北京、上海、成都、广州、香港和北美等全球各地设立数据中心及运营机构。目前，金山云以业内领先的用户体验和服务端技术，为用户和企业提供国内领军级云服务产品。,,,http://pic2.pedaily.cn/newseed/project/201605/20160509111414460.jpg,http://www.newseed.cn/project/17458,北京金山云网络技术有限公司,北京金山云网络技术有限公司（以下简称“金山云”）为金山软件旗下子公司，成立于2012年，是国内领先的云计算服务提供商，在北京、上海、成都、广州、香港和北美等全球各地设立数据中心及运营机构。目前，金山云以业内领先的用户体验和服务端技术，为用户和企业提供国内领军级云服务产品。 公司拥有云服务器、海量云存储、负载均衡、云关系型数据库等多项核心业务。其中，RDS产品的高可扩展性可帮助客户实现动态配置资源，以应对业务的剧烈变化；负载均衡产品能够帮助客户应对高峰流量和单点故障，大大提升业务的稳定性。此外，金山云拥有服务于CP及渠道发行商的游戏云平台。
inmix音米眼镜,信息技术,平台：WEB,坐标：北京市,官网：www.inmix.vipcom.cn,成立时间：不详,"其他轮,4800万,人民币,融资完成",立即认领,运营状态：正在运营,,音米是一个潮流眼镜品牌，致立于为用户提供时尚风格的眼镜。,,,http://pic2.pedaily.cn/newseed/project/201608/20160805133615595.jpg,http://www.newseed.cn/project/17499,北京明通四季科技有限公司,音米是一个潮流眼镜垂直电商，致立于为用户提供时尚风格的眼镜。北京明通四季科技有限公司旗下产品。
U掌柜,生活消费,"平台：其他,移动应用",坐标：上海市,官网：urfresh.cn,成立时间：2015-08-08,"其他轮,1亿,人民币,融资完成",约谈,运营状态：正在运营,O2O/本地生活,U掌柜app是一款生鲜o2o平台，给广大用户提供一个互联生鲜超市。,陆群,陆群员工,http://pic2.pedaily.cn/newseed/project/201603/20160329093707601.jpg,http://www.newseed.cn/project/49451,浙江佳邻电子商务有限公司,浙江佳邻电子商务有限公司（U掌柜）是基于领先的移动互联网应用和分布式库存管理的专业生鲜电商企业。
慧沃,教育培训,平台：WEB,坐标：北京市,官网：www.huivo.com,成立时间：不详,"其他轮,1.5亿,人民币,融资完成",立即认领,运营状态：正在运营,行业及技术解决方案,慧沃网是是一个幼儿园智慧办园解决方案提供商，旨在通过提供简单、实用的开放式网络学校、班级管理平台及服务，促进“家校沟通”，全面提高孩子成长的各项素质。,,,http://pic2.pedaily.cn/newseed/project/201604/20160418091459596.jpg,http://www.newseed.cn/project/17502,东方慧沃（北京）科技发展有限公司,慧沃网是集真实互动社区/学习/竞赛/娱乐为一体，以教育的三方—学生、老师、家长的交流为基础 的教育及互动平台，旨在通过提供简单、实用的开放式网络学校、班级管理平台及服务，促进“家校沟通”， 全面提高孩子成长的各项素质。隶属于东方慧沃（北京）科技发展有限公司。
本来生活,生活消费,平台：WEB,坐标：北京市,官网：www.benlai.com,成立时间：2012-04-12,"其他轮,1.17亿,美元,融资完成",立即认领,运营状态：正在运营,大宗批发零售,北京本来工坊科技有限公司成立于2012年，主营业务包括：零售预包装食品、散装食品、乳制品。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@011342.jpg,http://www.newseed.cn/project/17217,北京本来工坊科技有限公司,北京本来工坊科技有限公司成立于2012年，主营业务包括：零售预包装食品、散装食品、乳制品。
食行生鲜,生活消费,平台：WEB,坐标：苏州市,官网：www.34580.com,成立时间：2012,"其他轮,2.9亿,人民币,融资完成",立即认领,运营状态：正在运营,媒体O2O/本地生活互联网,食行生鲜是一个生鲜O2O平台。通过自主研发的多媒体自助终端、互联网、3G无线网络及生鲜直投保鲜柜，为居民搭建惠民平价、便捷购买、优质保鲜的服务体系。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150609@070020.jpg,http://www.newseed.cn/project/22200,江苏随易信息科技有限公司,江苏随易信息科技有限公司旗下的食行生鲜是其创立的生鲜宅配项目，食行生鲜通过自主研发的多媒体自助终端、互联网、3G无线网络及生鲜直投保鲜柜，为居民搭建惠民平价、便捷购买、优质保鲜的服务体系。背靠政府认证的优质农产品基地，形成种植、采摘、分拣、包装、配送于一体的产业链，减少流通环节，有效降低供应成本，短途冷链配送至生鲜直投站，站内直投保鲜柜智能保鲜持续确保生鲜纯正品质，进而实现从农产品基地到餐桌全程监控农产品质量。
好租,生活消费,平台：WEB,坐标：北京市,官网：www.haozu.com,成立时间：不详,"其他轮,金额未透露,融资完成",立即认领,运营状态：正在运营,O2O/本地生活互联网,好租是O2O商业地产综合服务平台，通过“互联网+商业地产服务”的模式，借助互联网技术的应用，解决传统房地产服务中客户的痛点。,,,http://pic2.pedaily.cn/newseed/project/201603/20160330101406563.jpg,http://www.newseed.cn/project/49466,北京好租科技发展有限公司,北京好租科技发展有限公司（简称好租）是一个O2O商业地产综合服务平台。公司以为企业提供办公选址服务为基础，通过各种开放式服务资源的整合，延伸覆盖到其他各个强相关领域，围绕企业办公发展的不同阶段，提供相应的支持服务及整体解决方案。
丸子地球,旅游,平台：WEB,坐标：上海市,官网：www.wanzi.cc,成立时间：不详,"其他轮,金额未透露,融资完成",立即认领,运营状态：正在运营,O2O/本地生活旅游综合服务,丸子地球(前身叫：一客丸子)是一家专注出境旅行私人定制的旅游网站，在全球43个国家300多座城市提供私人导游定制服务。此前主打游客与本地人（地主）旅游对接服务。,,,http://pic2.pedaily.cn/newseed/project/201605/20160511092748287.jpg,http://www.newseed.cn/project/22541,上海幻橙网络科技有限公司,丸子地球(前身叫：一客丸子)创办于2012年，是一家专注出境旅行私人定制的旅游网站，在全球43个国家300多座城市提供私人导游定制服务。此前主打游客与本地人（地主）旅游对接服务。
阿姨来了,生活消费,平台：WEB,坐标：北京市,官网：ayilaile.com,成立时间：2013-04,"其他轮,金额未透露,融资完成",立即认领,运营状态：正在运营,O2O/本地生活,阿姨来了是一家O2O家政经纪服务商，提供家政服务预订、支付、点评等功能，北京嘉乐会家政服务有限公司旗下。,,,http://pic2.pedaily.cn/newseed/project/201612/20161228163255770.jpg,http://www.newseed.cn/project/22956,阿姨来了,阿姨来了是一家O2O家政经纪服务商，提供家政服务预订、支付、点评等功能，北京嘉乐会家政服务有限公司旗下。
新美互通,信息技术,平台：WEB,坐标：北京市,官网：www.xinmei365.com,成立时间：2011,"其他轮,2.2亿,人民币,融资完成",立即认领,运营状态：正在运营,视频图像视频移动互联网互联网大数据,新美互通成立于2011年，是一家专注于做海外输入法和大数据的移动互联网公司，旗下主要有两款面向海外的产品：Hifont字体管家和新一代手机输入法Kika输入法。其中，Kika输入法诞生于2014年，主要面向海外市场，支持全球超过70种语言，主打“表达元素丰富”，在提供常规的文字输入之外，提供图片、表情、音频、视频等多种元素，适合现在年轻人的输入和聊天表达需求。,,,http://pic2.pedaily.cn/newseed/project/201607/20160708102525282.jpg,http://www.newseed.cn/project/23895,北京新美互通科技有限公司,新美互通成立于2011年，是一家专注于做海外输入法和大数据的移动互联网公司，旗下主要有两款面向海外的产品：Hifont字体管家和新一代手机输入法Kika输入法。其中，Kika输入法诞生于2014年，主要面向海外市场，支持全球超过70种语言，主打“表达元素丰富”，在提供常规的文字输入之外，提供图片、表情、音频、视频等多种元素，适合现在年轻人的输入和聊天表达需求。
快法务,企业服务,平台：WEB,坐标：北京市,官网：www.kuaifawu.com,成立时间：不详,"其他轮,金额未透露,融资完成",立即认领,运营状态：正在运营,法律服务,快法务是一家为创业公司提供快速低价的法律服务的公司。北京快又好信息技术有限责任公司旗下网站。,,,http://pic2.pedaily.cn/newseed/project/201702/20170220154152675.jpg,http://www.newseed.cn/project/29422,北京快又好信息技术有限责任公司,快法务是一家为创业公司提供快速低价的法律服务的公司。北京快又好信息技术有限责任公司 旗下网站。
