product,field,platform,location,homepage,establish_time,round,project_status,status,tags,description,contact,leadership,logo_url,url,company_name,brief_intro
智尚酒店Zhotels,房产金融,平台：WEB,坐标：杭州市,官网：www.zhotels.cn,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,,智尚酒店（Zhotels）是一家主打全智能客房的新概念酒店品牌，致力于提供时尚潮流且富有科技感的休息体验，包括通过房间内的二维码扫描进入Zontrol手机客户端，从照明、温度、窗帘控制、无线网络和娱乐中心屏幕等等。布丁酒店旗下新品牌。,,,http://pic2.pedaily.cn/newseed/project/201701/20170105144158397.png,http://www.newseed.cn/project/19373,杭州住友酒店管理有限公司,智尚酒店（Zhotels）是一家主打全智能客房的新概念酒店品牌，致力于提供时尚潮流且富有科技感的休息体验，包括通过房间内的二维码扫描进入Zontrol 手机客户端，从照明、温度、窗帘控制、无线网络和娱乐中心屏幕 等等。布丁酒店旗下新品牌。
91金融超市,房产金融,平台：WEB,坐标：北京市,官网：www.91jinrong.com,成立时间：2011-11,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,广告营销互联网互联网金融,91金融超市是一个主打借贷服务的互联网金融服务平台，收入来自贷款机构收取信息费+佣金+广告费，旗下产品有面向中小企业的类资管产品“增值宝”、面向个人P2P理财的“91旺财”等。,,,http://pic2.pedaily.cn/newseed/project/201610/20161021102435778.png,http://www.newseed.cn/project/19216,九一金融信息服务（北京）有限公司,91金融超市是一个主打借贷服务的互联网金融服务平台， 收入来自贷款机构收取信息费+佣金+广告费，旗下产品有面向中小企业的类资管产品“增值宝”、面向个人P2P理财的“91旺财”等。
美食送,生活消费,平台：WEB,坐标：北京市,官网：www.meishisong.cn,成立时间：不详,"C轮,1000万,美元,融资完成",立即认领,运营状态：正在运营,消费电子O2O/本地生活电子商务,北京趣活科技有限公司成立于2012年3月，是一家专注于社区电子商务服务的公司。公司旗下运营的“美食送”品牌，为广大消费者提供特色美食和餐厅外卖服务。趣活”美食送”连接3公里直径社区内的餐饮商家，为本地消费者提供外卖订购和速递服务。,,,http://pic2.pedaily.cn/newseed/project/201604/20160420162320386.jpg,http://www.newseed.cn/project/19237,北京趣活科技有限公司,北京趣活科技有限公司成立于2012年3月，是一家专注于社区电子商务服务的公司。公司旗下运营的“美食送”品牌，为广大消费者提供特色美食和餐厅外卖服务。趣活”美食送”连接3公里直径社区内的餐饮商家，为本地消费者提供外卖订购和速递服务。
米粒影视Mili Pictures,文化娱乐,"平台：WEB,其他",坐标：苏州市,官网：www.milipictures.com,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,,米粒影业（MiliPictures）创建于2012年，是源自中国的世界家庭娱乐品牌。目前米粒拥有4大工作室，8大业务板块，不但具备制作国际品质影片的能力，还将创作和科技创新相互融合，目标是给全球的家庭带来高品质的娱乐体验。,,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@080003.jpg,http://www.newseed.cn/project/19766,苏州米粒影视文化传播有限公司,苏州米粒影视文化传播有限公司成立于2012年5月14日，注册资本1052.64万元，主营设计、制作国内各类广告；自有媒体广告发布。影视文化信息咨询服务，动漫制作设计。销售：影视设备、灯光器材。自营和代理各类商品及技术的进出口业务。
楚楚街,生活消费,平台：移动应用,坐标：北京市,官网：www.chuchujie.com,成立时间：2010,"C轮,10亿,人民币,融资完成",立即认领,运营状态：正在运营,零食/饮料美业/服装电子商务,楚楚街，移动端电子商务平台。业务类型有9块9包邮、品牌限时抢购等，主营类目涵盖男女服装、化妆品、母婴、零食等。北京醋溜网络科技有限公司旗下产品。,,,http://pic2.pedaily.cn/newseed/project/201605/20160505150823316.jpg,http://www.newseed.cn/project/19920,北京醋溜网络科技有限公司,欢乐淘（楚楚街）是一个淘宝商品分享及导购平台，每天精选10件衣服、5个包包、5双鞋子等。 北京醋溜网络科技有限公司旗下产品。
学乐中国网,教育培训,平台：WEB,坐标：杭州市,官网：www.xuelecn.com,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,,学乐中国是一个小学生在线学习网站，杭州博世数据网络有限公司旗下。学乐中国成立于2012年，是一个小学生在线学习网站，针对小学生的学习特性，设计开发与学校课程同步的服务，目前拥有近100名国内优秀教师组成的研发队伍。,,,http://pic2.pedaily.cn/newseed/project/201610/20161011142832232.png,http://www.newseed.cn/project/19900,杭州博世数据网络有限公司,杭州博世数据网络有限公司成立于2002年，是一家长期从事教育软件及教育资源的开发商，是国内专业的教育网络服务提供商。公司针对小学生的学习特性，设计开发了与学校课程同步的服务网络----“学乐中国”网。“学乐中国”（www.xuelecn.com）是国内首批专业的教育辅助网络平台。
康希诺,医疗健康,平台：其他,坐标：天津市,官网：www.cansinotech.com,成立时间：不详,"C轮,4.5亿,人民币,融资完成",立即认领,运营状态：正在运营,,康希诺是一家专业从事高端人用疫苗的研发、生产与销售的企业，康希诺致力于为中国和世界新兴市场提供高品质的疫苗产品。并将继续通过人才引进、国际合作、国际并购等方式增强企业研发实力和创新能力，加快企业发展进程。,,,http://pic2.pedaily.cn/17/newseed/project/201704/20170419144037553.jpg,http://www.newseed.cn/project/20745,天津康希诺生物技术有限公司,康希诺是一家专业从事高端人用疫苗的研发、生产与销售的企业，康希诺致力于为中国和世界新兴市场提供高品质的疫苗产品。并将继续通过人才引进、国际合作、国际并购等方式增强企业研发实力和创新能力，加快企业发展进程。
EasyStack易捷思达,信息技术,平台：其他,坐标：北京市,官网：www.easystack.cn,成立时间：2017-01-11,"C轮,5000万,美元,融资完成",立即认领,运营状态：正在运营,行业及技术解决方案,EasyStack是一家OpenStack云解决方案和服务提供商，基于OpenStack为企业用户提供开放、稳定、可靠、可扩展的弹性云计算平台。北京易捷思达科技发展有限公司旗下产品。公司日前宣布完成5000万美元C轮融资，由国科嘉和领投，多家人民币基金跟投。,,,http://pic2.pedaily.cn/newseed/project/201701/20170111125149976.jpg,http://www.newseed.cn/project/55561,EasyStack Inc.,EasyStack是一家OpenStack云解决方案和服务提供商，基于OpenStack为企业用户提供开放、稳定、可靠、可扩展的弹性云计算平台。
Darktrace,企业服务,平台：WEB,坐标：英国,官网：www.darktrace.com,成立时间：不详,"C轮,6400万,美元,融资完成",立即认领,运营状态：正在运营,制造业VR/AR,,,,http://pic2.pedaily.cn/newseed/project/201607/20160706115018614.jpg,http://www.newseed.cn/project/38770,Darktrace,Darktrace是英国一家网络安全创业公司，正在开发一项技术，不仅能够帮助企业识别并应对人为制造的网络攻击，同时还能预防基于机器学习的网络攻击。
点牛金融,房产金融,"平台：WEB,其他",坐标：上海市,官网：www.dianniu98.com/index.htm,成立时间：不详,"C轮,2亿,人民币,融资完成",立即认领,运营状态：正在运营,互联网互联网金融,点牛金融是一家创新型互联网金融公司，致力于为个人和企业构建一个公开透明、合规便捷的投融资金融信息服务平台。,,,http://pic2.pedaily.cn/newseed/project/201612/20161227173900952.jpg,http://www.newseed.cn/project/55403,上海点牛互联网金融信息服务有限公司,点牛金融是一家创新型互联网金融公司，致力于为个人和企业构建一个公开透明、合规便捷的投融资金融信息服务平台。
前沿生物,医疗健康,"平台：WEB,其他",坐标：南京市,官网：www.frontierbiotech.com,成立时间：不详,"C轮,3亿,人民币,融资完成",立即认领,运营状态：正在运营,,前沿生物是一家立足中国、面向全球市场的创新型生物制药企业，公司专注于研发、生产和销售新药，尤其在抗病毒及长效制剂领域具有核心国际竞争力。,,,http://pic2.pedaily.cn/newseed/project/201701/20170104105522110.jpg,http://www.newseed.cn/project/55487,前沿生物药业（南京）股份有限公司,前沿生物是一家立足中国、面向全球市场的创新型生物制药企业，公司专注于研发、生产和销售新药，尤其在抗病毒及长效制剂领域具有核心国际竞争力。
光华教育,教育培训,平台：WEB,坐标：上海市,官网：www.ghedu.com,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,体育培训,光华教育是一家集教育行业投资、教育产品研发、教育培训服务等于一体的综合性国际教育集团，专注于进行双语教学、语言培训等。,,,http://pic2.pedaily.cn/newseed/project/201701/20170117175332446.jpg,http://www.newseed.cn/project/55642,上海日月光华教育科技有限公司,光华教育是一家集教育行业投资、教育产品研发、教育培训服务等于一体的综合性国际教育集团，专注于进行双语教学、语言培训等。
新康医药,医疗健康,"平台：WEB,其他",坐标：昆明市,官网：www.ynnewcare.net,成立时间：不详,"C轮,8500万,人民币,融资完成",立即认领,运营状态：正在运营,医药健康保健,新康医药是一家综合性医疗连锁企业。公司以城市社区为基础，致力于基层非盈利医疗机构，居民健康管理平台的建设。,,,http://pic2.pedaily.cn/newseed/project/201703/20170317092102466.png,http://www.newseed.cn/project/56181,云南新康医疗管理集团有限公司,新康医药是一家综合性医疗连锁企业。公司以城市社区为基础，致力于基层非盈利医疗机构，居民健康管理平台的建设。
农产品集购网,企业服务,平台：WEB,坐标：苏州市,官网：www.16988.com,成立时间：2014-04-18,"C轮,1000万,人民币,需要融资",约谈,运营状态：正在运营,农业体育培训互联网电子商务,以变革大宗农产品流通贸易模式、助力农业转型升级为愿景，农产品集购网(www.16988.com)目前主要以白糖、油脂两大类产品为主，后期会全面覆盖玉米、大豆、小麦、棉花、豆粕等大宗农产品。公司设有研发中心、客户服务中心、人才培训中心、大宗交易结算中心，除苏州电商总部外，先后设立华南(广州)交易中心、华北(天津)交易中心、中原（周口）交易中心，形成了辐射全国的大宗农产品分销网络。截止到2016年，平台采购注册用户已超过30000余家，长期有采购行为的大型农贸商数量达3000余家。飞速的发展势头已令农产品集购网成为中国大宗农产品电子商务及第四方物流服务标杆企业。,农产品集购网,,http://newseed.pedaily.cn/upload/project/logo/201703/30131540767.jpg,http://www.newseed.cn/project/56364,N/A,
心怡科技,企业服务,平台：其他,坐标：杭州市,官网：不详,成立时间：2004-10-28,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,境内物流电子商务跨境物流仓储物流,浙江心怡科技供应链管理有限公司成立于2004年，是国内最大的第三方电商物流供应链企业，阿里巴巴集团旗下天猫商超核心仓储管理服务提供商，天猫国际跨境运营主体。阿里巴巴集团、菜鸟网络、云锋基金相继入股心怡科技。,,,http://pic2.pedaily.cn/17/newseed/project/201704/20170427143411442.jpg,http://www.newseed.cn/project/57698,浙江心怡科技供应链管理有限公司,浙江心怡科技供应链管理有限公司成立于2004年，是国内最大的第三方电商物流供应链企业，阿里巴巴集团旗下天猫商超核心仓储管理服务提供商，天猫国际跨境运营主体。阿里巴巴集团、菜鸟网络、云锋基金相继入股心怡科技。
Livongo,医疗健康,平台：WEB,坐标：美国,官网：www.livongo.com,成立时间：不详,"C轮,4450万,美元,融资完成",立即认领,运营状态：正在运营,健康保健,LivongoHealth是一家数字健康公司，帮助慢性糖尿病患者管理血糖，为患者提供糖尿病管理平台，平台由血糖检测与专业指导两部分组成。,,,http://pic2.pedaily.cn/newseed/project/201604/20160413174028853.jpg,http://www.newseed.cn/project/49902,Livongo Health,Livongo is a consumedigital health company that empowers people with chronic conditions to live a bettelife.
丝芭文化,文化娱乐,平台：其他,坐标：上海市,官网：www.snh48.com,成立时间：不详,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,艺术音乐,SNH48是一个中国本土化大型女子偶像团体，丝芭文化传媒（原上海久尚演艺经纪有限公司）打造，目前有86位正式成员，分为SNH48TeamSII、SNH48TeamNII、SNH48TeamHII、SNH48TeamX四个队伍。,,,http://pic2.pedaily.cn/17/newseed/project/201705/20170509173317775.jpg,http://www.newseed.cn/project/57845,N/A,
爱财集团,房产金融,平台：WEB,坐标：杭州市,官网：aicaigroup.com,成立时间：不详,"C轮,2.2亿,人民币,融资完成",立即认领,运营状态：正在运营,消费金融金融科技互联网,爱财集团是一家以消费金融服务为核心的金融服务集团，旗下有年轻人消费金融品牌“爱又米”、校园生活服务品牌“出未校园”、大学生创业投资品牌“原质资本”、小额分散的互联网理财品牌“米庄理财”等，隶属于爱财科技有限公司。,,,http://pic2.pedaily.cn/17/newseed/project/201704/20170428153104738.jpg,http://www.newseed.cn/project/57715,爱财科技有限公司,爱财集团是一家以消费金融服务为核心的金融服务集团，旗下有年轻人消费金融品牌“爱又米”、校园生活服务品牌“出未校园”、大学生创业投资品牌“原质资本”、小额分散的互联网理财品牌“米庄理财”等，隶属于爱财科技有限公司。
华领医药,医疗健康,平台：WEB,坐标：上海市,官网：www.huamedicine.com,成立时间：不详,"C轮,5000万,美元,融资完成",立即认领,运营状态：正在运营,医药,华领医药是一家领先的创新药研发公司，专注于治疗糖尿病和中枢神经系统紊乱的新型疗法和产品的研究开发及产业化。,,,http://pic2.pedaily.cn/newseed/project/201604/20160422150012849.jpg,http://www.newseed.cn/project/50085,华领医药技术（上海）有限公司,华领医药是一家领先的创新药研发公司，专注于治疗糖尿病和中枢神经系统紊乱的新型疗法和产品的研究开发及产业化。华领医药的策略是凭借公司内部的强大药物研发能力和管理能力，引入海外先进的技术和产品资源，以“中西合璧、联合创新”运营模式，研发、生产和销售重大疾病领域的创新产品和服务。公司致力于成为中国向全球药物研发创新中心迈进的重要推动力。
肯耐珂萨,企业服务,平台：WEB,坐标：上海市,官网：www.knx.com.cn,成立时间：不详,"C轮,2亿,人民币,融资完成",立即认领,运营状态：正在运营,人力资源行业及技术解决方案,肯耐珂萨是一家企业服务公司，以“技术+内容+服务”三位一体的“KNX人力资本云服务架构”，致力于打通企业人事管理、招聘管理、人才管理到组织发展逐级提升的四层产品闭环体系，为处于不同生命周期的企业客户提供落地解决方案。,,,http://pic2.pedaily.cn/17/newseed/project/201705/20170511163832451.jpg,http://www.newseed.cn/project/57883,上海肯耐珂萨人才服务股份有限公司,肯耐珂萨是一家企业服务公司，以“技术+内容+服务”三位一体的“KNX人力资本云服务架构”，致力于打通企业人事管理、招聘管理、人才管理到组织发展逐级提升的四层产品闭环体系，为处于不同生命周期的企业客户提供落地解决方案。
NestAway,房产金融,平台：WEB,坐标：印度,官网：www.nestaway.com,成立时间：不详,"C轮,3000万,美元,融资完成",立即认领,运营状态：正在运营,买卖租赁,NestAway是一家印度的房屋租赁公司。,,,http://pic2.pedaily.cn/newseed/project/201604/20160422161542376.jpg,http://www.newseed.cn/project/50091,Nestaway Technologies Pvt Ltd.,NestAway是一家印度的房屋租赁公司。
Trōv,房产金融,平台：WEB,坐标：美国,官网：www.trov.com,成立时间：不详,"C轮,2550万,美元,融资完成",立即认领,运营状态：正在运营,信息安全,Trōv总部位于美国加州，可以帮助个人做三件事情：1）收集个人所拥有的一切东西的信息，并保证信息的安全以及随时可访问。2）定期对个人持有的有价财产估值进行更新。3）提供保险折扣、贷款利率、独特市场等机会信息。Trōv推出了一种为个人清理资产的方法，针对那些包括实物财产与一般物品在内的有形资产，如葡萄酒、复活节彩蛋以及非常富有的群体愿意收藏的其他好东西。,,,http://pic2.pedaily.cn/newseed/project/201604/20160428143814855.jpg,http://www.newseed.cn/project/50323,Trōv,Trōv 总部位于美国加州，可以帮助个人做三件事情：1）收集个人所拥有的一切东西的信息，并保证信息的安全以及随时可访问。2）定期对个人持有的有价财产估值进行更新。3）提供保险折扣、贷款利率、独特市场等机会信息。
Appboy,信息技术,平台：WEB,坐标：美国,官网：www.appboy.com,成立时间：不详,"C轮,2000万,美元,融资完成",立即认领,运营状态：正在运营,VR/AR,"Appboyismobilemarketingautomationthatempowersmarketerstobuildbetterrelationshipswiththeircustomerswithpush,email,in-appandmore.",,,http://pic2.pedaily.cn/newseed/project/201605/20160505150907855.jpg,http://www.newseed.cn/project/50445,Appboy,"Appboy is mobile marketing automation that empowers marketers to build betterelationships with theicustomers with push, email, in-app and more."
OrthoAccel,硬件,平台：硬件,坐标：美国,官网：www.orthoaccel.com,成立时间：不详,"C轮,1200万,美元,融资完成",立即认领,运营状态：正在运营,户外/极限运动,OrthoAccel是一家总部位于美国休斯顿市德克萨斯州的正畸设备商。该公司的正畸设备名为AcceleDent，是免持的。只需在基础的正畸条件下，每天插入口中20分钟，就可达到缩短治疗时间和减轻疼痛的效果。它的设计原理在于，在微小振动或微脉冲的驱动下，促进牙齿和骨骼在细胞水平上的运动。,,,http://pic2.pedaily.cn/newseed/project/201605/20160509092900190.jpg,http://www.newseed.cn/project/50543,"OrthoAccel Technologies, Inc.",OrthoAccel 是一家总部位于美国休斯顿市德克萨斯州的正畸设备商。该公司的正畸设备名为 AcceleDent，是免持的。只需在基础的正畸条件下，每天插入口中 20 分钟，就可达到缩短治疗时间和减轻疼痛的效果。它的设计原理在于，在微小振动或微脉冲的驱动下，促进牙齿和骨骼在细胞水平上的运动。
AVM Biotech,信息技术,平台：其他,坐标：美国,官网：avmbiotech.com,成立时间：2008,"C轮,1750万,美元,融资完成",立即认领,运营状态：正在运营,生物技术VR/AR,由该公司CEOTheresaDeisher创立于2008年，其不仅仅是一家研发干细胞技术的企业，更是一家通过技术来优化生物体内细胞分布，提高外生性干细胞（被输送）与自然内生性干细胞临床效果的再生医疗公司。,,,http://pic2.pedaily.cn/newseed/project/201605/20160509131625420.jpg,http://www.newseed.cn/project/50550,"AVM Biotechnology, LLC",AVM Biotechnology由该公司 CEO Theresa Deishe创立于 2008年，其不仅仅是一家研发干细胞技术的企业，更是一家通过技术来优化生物体内细胞分布，提高外生性干细胞（被输送）与自然内生性干细胞临床效果的再生医疗公司。
ThoughtSpot,企业服务,平台：WEB,坐标：美国,官网：www.thoughtspot.com,成立时间：不详,"C轮,5000万,美元,融资完成",立即认领,运营状态：正在运营,办公软件,ThoughtSpot是一家商业智能软件提供商，总部位于加州PaloAlto，由准备上市的云计算公司Nutanix的联合创始人AjeetSingh成立于2012年。ThoughtSpot号称是全球第一款关系型搜索引擎。,,,http://pic2.pedaily.cn/newseed/project/201605/20160520152106871.jpg,http://www.newseed.cn/project/50864,ThoughtSpot,ThoughtSpot 是一家商业智能软件提供商，总部位于加州 PaloAlto，由准备上市的云计算公司 Nutanix 的联合创始人 Ajeet Singh 成立于 2012年。ThoughtSpot号称是全球第一款关系型搜索引擎。
星环科技,企业服务,平台：WEB,坐标：上海市,官网：www.transwarp.io,成立时间：不详,"C轮,2.35亿,人民币,融资完成",立即认领,运营状态：正在运营,VR/AR大数据办公软件,星环信息科技（上海）有限公司是一家大数据Hadoop和Spark核心技术的高科技公司，从事大数据时代核心平台数据库软件的研发与服务。,,,http://pic2.pedaily.cn/17/newseed/project/201705/20170504121942480.jpg,http://www.newseed.cn/project/50415,星环信息科技（上海）有限公司,"星环信息科技(上海)有限公司是目前国内极少数掌握企业级大数据Hadoop和Spark核心技术的高科技公司，从事大数据时代核心平台数据库软件的研发与服务。在全球去IOE的大背景下，Hadoop技术已成为公认的替代传统数据库的大数据产品。公司产品Transwarp Data Hub (TDH)的整体架构及功能特性比肩硅谷同行，产品性能在业界处于领先水平。
公司研发团队是国内最早的大数据Hadoop发行版团队，从2009年起即开始致力于大数据Hadoop平台软件的自主创新和开发，与硅谷同类公司同时起步；2011年在中国率先推出Hadoop发行版；之后，团队负责人原英特尔亚太研发中心CTO孙元浩、亚太区销售总监佘晖离开英特尔，创办星环科技，注册资金一千万。以上海为核心总部，并在北京、广州、南京、济南等地分设办事处。
公司研发团队大多来自知名外企，员工的85%为研发工程师，以博士硕士为主。这样的研发团队规模在国内专业大数据Hadoop开发的团队中并不多见。"
OutboundEngine,信息技术,平台：WEB,坐标：美国,官网：www.outboundengine.com,成立时间：2012,"C轮,1600万,美元,融资完成",立即认领,运营状态：正在运营,VR/AR,成立于2012年，是一个帮助企业主与他们的客户保持高度关联，并将在线参与转化为收入的市场营销自动化平台。它的云计算功能可以为各种行业自动传送及时性的定制邮件和社交内容营销方案。其非接触式的个性手段可以帮助中小型企业培养自己的客户，节省企业在这方面耗费的精力。,,,http://pic2.pedaily.cn/newseed/project/201605/20160509135839939.jpg,http://www.newseed.cn/project/50553,OutboundEngine,OutboundEngine成立于 2012年，是一个帮助企业主与他们的客户保持高度关联，并将在线参与转化为收入的市场营销自动化平台。它的云计算功能可以为各种行业自动传送及时性的定制邮件和社交内容营销方案。其非接触式的个性手段可以帮助中小型企业培养自己的客户，节省企业在这方面耗费的精力。
PhishMe,企业服务,平台：WEB,坐标：美国,官网：phishme.com,成立时间：不详,"C轮,4250万,美元,融资完成",立即认领,运营状态：正在运营,,PhishMe是一家网络安全公司，PhishMe的工具可以让员工识别出带有恶意钓鱼攻击性质的邮件，并将恶意邮件汇报给公司内部的网络安全小组，保证公司网络安全。,,,http://pic2.pedaily.cn/newseed/project/201607/20160728162242353.jpg,http://www.newseed.cn/project/52599,PhishMe,PhishMe是一家网络安全公司， PhishMe的工具可以让员工识别出带有恶意钓鱼攻击性质的邮件，并将恶意邮件汇报给公司内部的网络安全小组，保证公司网络安全。
EverFi,教育培训,平台：WEB,坐标：华盛顿,官网：everfi.com,成立时间：2008,"C轮,4000万,美元,融资完成",立即认领,运营状态：正在运营,,EverFi创立于2008年，总部位于华盛顿特区。EverFi在教育领域创建了一个创新型的学习模式，目标是围绕关键的生活技能主题，在大公司、大学及其他学区扮演学习引擎的角色。EverFi为美国基础教育（K-12）、高等教育及成人教育学习人群提供一个基于SaaS的全面生活技能平台—Foundry。这一平台能够提供给用户身临其境般的数字化学习体验，包括金融教育、STEM（科学、技术、工程、数学）就业准备、创业、防范性侵措施、社交和情绪学习等。,,,http://pic2.pedaily.cn/newseed/project/201607/20160729092304414.jpg,http://www.newseed.cn/project/52614,EverFi,EverFi创立于2008年，总部位于华盛顿特区。EverFi在教育领域创建了一个创新型的学习模式，目标是围绕关键的生活技能主题，在大公司、大学及其他学区扮演学习引擎的角色。EverFi为美国基础教育（K-12）、高等教育及成人教育学习人群提供一个基于SaaS的全面生活技能平台—Foundry。这一平台能够提供给用户身临其境般的数字化学习体验，包括金融教育、STEM（科学、技术、工程、数学）就业准备、创业、防范性侵措施、社交和情绪学习等。
VytronUS,医疗健康,平台：WEB,坐标：美国,官网：www.vytronus.com,成立时间：2006,"C轮,4900万,美元,融资完成",立即认领,运营状态：正在运营,游戏硬件游戏开发图像视频,VytronUS开发了一个潜在的‘改变游戏规则’的技术平台，VytronUS正在为心脏电生理学家开发下一代综合成像和消融平台。利用超声波能量的能力，VytronUS系统可以创建一个心脏内部的高分辨率图像，用于程序规划，并允许医生简单地在工作站上的图像上画一个所需的治疗模式。,,,http://pic2.pedaily.cn/newseed/project/201608/20160801130905365.jpg,http://www.newseed.cn/project/52660,VytronUS,VytronUS开发了一个潜在的‘改变游戏规则’的技术平台，VytronUS正在为心脏电生理学家开发下一代综合成像和消融平台。利用超声波能量的能力， VytronUS系统可以创建一个心脏内部的高分辨率图像，用于程序规划，并允许医生简单地在工作站上的图像上画一个所需的治疗模式。
Density,硬件,平台：WEB,坐标：美国,官网：www.density.io,成立时间：不详,"C轮,400万,美元,融资完成",立即认领,运营状态：正在运营,,Density是一款支持自主安装、且支持无线Wi-Fi的设备，用户可以把它部署在大门口，然后计算有多少人进出的人员计数传感器。,,,http://pic2.pedaily.cn/newseed/project/201608/20160801144041465.jpg,http://www.newseed.cn/project/52664,Density,Density是一款支持自主安装、且支持无线 Wi-Fi 的设备，用户可以把它部署在大门口，然后计算有多少人进出的人员计数传感器。
Blacklane,汽车交通,平台：WEB,坐标：德国,官网：www.blacklane.com,成立时间：2011,"C轮,2000万,美元,融资完成",立即认领,运营状态：正在运营,,Blacklane创立于2011年，总部位于德国柏林，公司将用车乘客与司机联系起来，企业和个人用户都可以通过平台预约车辆。Blacklane的司机需要经过公司监管审核，获得许可资质后才能入驻该平台，为用户服务。公司采用独特的定价和调度算法，维持一种较低的固定费率价格，来赢取客户的满意度。此外，公司还提供全天候不间断多语种客户服务，这也是其面向全球市场的一个重要标志性服务举措。,,,http://pic2.pedaily.cn/newseed/project/201608/20160803092623132.jpg,http://www.newseed.cn/project/52728,Blacklane,Blacklane创立于2011年，总部位于德国柏林，公司将用车乘客与司机联系起来，企业和个人用户都可以通过平台预约车辆。Blacklane的司机需要经过公司监管审核，获得许可资质后才能入驻该平台，为用户服务。公司采用独特的定价和调度算法，维持一种较低的固定费率价格，来赢取客户的满意度。此外，公司还提供全天候不间断多语种客户服务，这也是其面向全球市场的一个重要标志性服务举措。
Distil,信息技术,平台：WEB,坐标：美国,官网：不详,成立时间：2011,"C轮,2100万,美元,融资完成",立即认领,运营状态：正在运营,,Distil创立于2011年，总部位于弗吉尼亚州，公司致力于提供恶意bot程序检测及相关缓解措施服务平台工具，来保护客户网络应用程序免遭恶意bot、API滥用和网络欺诈所带来的损失及后果。,,,http://pic2.pedaily.cn/newseed/project/201608/20160803134151443.jpg,http://www.newseed.cn/project/52741,Distil,Distil创立于2011年，总部位于弗吉尼亚州，公司致力于提供恶意 bot 程序检测及相关缓解措施服务平台工具，来保护客户网络应用程序免遭恶意bot、API 滥用和网络欺诈所带来的损失及后果。
Ornim,医疗健康,平台：WEB,坐标：以色列,官网：www.ornim.com,成立时间：2004,"C轮,2000万,美元,融资完成",立即认领,运营状态：正在运营,行业及技术解决方案,Ornim创立于2004年，总部位于以色列卡法萨巴，专注于临床阶段的研发工作，并致力于组织和脑血流灌注领域高质量医疗器械的配发。公司开发的先导产品c-FLOW™非侵入性患者检测系统通过了美国药监局的审核许可，该产品建立在公司专有的UTLight™技术基础之上，将超声脉冲与近红外光相结合，能够进行人体大脑或其他肌肉组织的血流变化测量工作，为医生提供了独特的监护解决方案。,,,http://pic2.pedaily.cn/newseed/project/201608/20160804110307672.jpg,http://www.newseed.cn/project/52773,Ornim,Ornim创立于2004年，总部位于以色列卡法萨巴，专注于临床阶段的研发工作，并致力于组织和脑血流灌注领域高质量医疗器械的配发。公司开发的先导产品c-FLOW™ 非侵入性患者检测系统通过了美国药监局的审核许可，该产品建立在公司专有的UTLight™ 技术基础之上，将超声脉冲与近红外光相结合，能够进行人体大脑或其他肌肉组织的血流变化测量工作，为医生提供了独特的监护解决方案。
CS Disco,企业服务,平台：WEB,坐标：美国,官网：www.csdisco.com,成立时间：2012,"C轮,1858万,美元,融资完成",立即认领,运营状态：正在运营,文件文档法律服务行业及技术解决方案,CSDisco创立于2012年，总部位于德克萨斯州，主要致力于为客户提供法律文件电子搜索解决方案及相关服务，从而改善相关诉讼结果及用户体验。,,,http://pic2.pedaily.cn/newseed/project/201608/20160804094559581.jpg,http://www.newseed.cn/project/52767,CS Disco,CS Disco创立于2012年，总部位于德克萨斯州，主要致力于为客户提供法律文件电子搜索解决方案及相关服务，从而改善相关诉讼结果及用户体验。
银客集团,房产金融,平台：WEB,坐标：北京市,官网：www.yinke.com,成立时间：不详,"C轮,3亿,人民币,融资完成",立即认领,运营状态：正在运营,,银客集团，全称为银客金融信息服务（北京）有限公司，最早是P2P平台“银客网”，2013年5月，创始人林恩民决定直接介入交易环节，设立银客网开辟P2P业务。银客网成立于2013年12月，注册资本1亿元，定位于P2P平台，主要做房屋抵押。目前，银客集团旗下有3款主要产品：银客理财、简理财和融时代。,,,http://pic2.pedaily.cn/newseed/project/201608/20160805094127319.jpg,http://www.newseed.cn/project/52790,银客金融信息服务（北京）有限公司,银客集团是全国领先的综合性互联网金融集团，注册资本1亿元，为北京市网贷行业协会副会长单位。银客集团为广大用户提供“全生态”的财富管理与金融信息服务，核心团队来自于腾讯、阿里巴巴、平安银行、京东金融等知名企业，已获得上市集团“昆仑万维”、“源码资本”、“清风资本”等机构数千万美金注资。
