product,field,platform,location,homepage,establish_time,round,project_status,status,tags,description,contact,leadership,logo_url,url,company_name,brief_intro
职业蛙,教育培训,平台：WEB,坐标：上海市,官网：www.careerfrog.com.cn,成立时间：2011-04-21,"B轮,金额未透露,融资完成",约谈,运营状态：正在运营,职业培训VR/AR办公软件直播互联网行业及技术解决方案,职业蛙是国际领先的大学生求职服务领导品牌，为海内外大学生提供一站式求职解决方案，致力于引领大学生迈好职场第一步。职业蛙与海内外1000多家知名企业和近300所高校保持多种形式的合作，切实帮助大学生打通求职通道，至今已成功帮助数万名大学生获得顶级投行、咨询公司、互联网巨头、500强企业等工作机会，被誉为大学生求职服务领域的“黄埔军校”，其付费用户人数覆盖超过23个国家和地区，600多所海内外高校，并于2017年5月获得华图资本数千万元B轮融资。目前职业蛙在上海、北京、英国伦敦均设有办公室，并获授“张江人才培养与交流平台”和“国家技术转移东部中心欧洲人才服务中心”建设单位。,王靖怡,,http://www.newseed.cn/upload2/project/logo/201707/06101127494.jpg,http://www.newseed.cn/project/57886,上海凯洛格信息科技有限公司,CareerFrog职业蛙是一个大学生求职教育品牌，平台以线上授课为核心，过程包括在线测评、课程、评价、练习、岗位投递直至最终拿到理想offer。隶属于上海凯洛格信息科技有限公司。
News Break,文化娱乐,平台：WEB,坐标：北京市,官网：www.particlenews.com,成立时间：不详,"B轮,金额未透露,融资完成",立即认领,运营状态：正在运营,媒体移动互联网互联网人工智能,NewsBreak是一个面向主流英文市场的移动资讯app，以新闻作为切入点，基于用户的长尾兴趣比如育儿、美容、修车、围棋等内容，聚合成一个个的频道，最终覆盖全网内容，成为属于移动互联网和人工智能时代的内容分发平台。,,,http://pic2.pedaily.cn/17/newseed/project/201705/20170511175034486.jpg,http://www.newseed.cn/project/57889,Particle Media Inc,News Break是一个面向主流英文市场的移动资讯app，以新闻作为切入点，基于用户的长尾兴趣比如育儿、美容、修车、围棋等内容，聚合成一个个的频道，最终覆盖全网内容，成为属于移动互联网和人工智能时代的内容分发平台。
爱贷网,房产金融,平台：其他,坐标：杭州市,官网：www.cnaidai.com,成立时间：不详,"B轮,2亿,人民币,融资完成",立即认领,运营状态：正在运营,消费金融互联网互联网金融,爱贷网是一个互联网金融信息服务平台，主要面向中小企业及有消费需求的群体，为优质用户提供小微信用贷，并提供多种消费场景的消费贷。,,,http://pic2.pedaily.cn/newseed/project/201611/20161128103653737.jpg,http://www.newseed.cn/project/54931,浙江爱贷金融服务外包股份有限公司,爱贷网是国内首批P2P互联网金融交易平台之一，于2012年08月28日上线。致力于为有资金需求和理财需求的个人和企业搭建的一个安全、专业、高效、透明的互联网金融平台。爱贷网隶属于浙江爱贷金融服务外包股份有限公司旗下互联网金融板块，注册资金7000万元。
CargoX,信息技术,平台：WEB,坐标：巴西,官网：cargocollective.com,成立时间：不详,"B轮,1000万,美元,融资完成",立即认领,运营状态：正在运营,VR/AR,巴西“货运界UberCargoX致力于帮助企业联系有额外运送能力的货车司机，运输他们需要发出的货物。该公司的目标就在于，减少路上运行的空货车数量，给卡车司机赚取外快的机会，顺带降低货主的运输成本。,,,http://pic2.pedaily.cn/newseed/project/201607/20160721142237393.jpg,http://www.newseed.cn/project/52404,CargoX,巴西“货运界UberCargoX致力于帮助企业联系有额外运送能力的货车司机，运输他们需要发出的货物。该公司的目标就在于，减少路上运行的空货车数量，给卡车司机赚取外快的机会，顺带降低货主的运输成本。
Omise,房产金融,平台：WEB,坐标：泰国,官网：www.omise.co,成立时间：不详,"B轮,1750万,美元,融资完成",立即认领,运营状态：正在运营,,Omise公司主要在泰国为网上商户提供在线支付网关服务，可以在移动端和网页端提供无缝的在线支付体验。该公司在确保交易安全的前提下支持最低限度的识别认证、同时用户无需支付月订购费用，Omise只对每笔支付交易收取非常低的手续费。目前，该公司正在开发社交网络支付产品，提升用户使用体验。,,,http://pic2.pedaily.cn/newseed/project/201607/20160721150626406.jpg,http://www.newseed.cn/project/52405,Omise,Omise 公司主要在泰国为网上商户提供在线支付网关服务，可以在移动端和网页端提供无缝的在线支付体验。该公司在确保交易安全的前提下支持最低限度的识别认证、同时用户无需支付月订购费用，Omise 只对每笔支付交易收取非常低的手续费。目前，该公司正在开发社交网络支付产品，提升用户使用体验。
Doppler Labs,硬件,平台：WEB,坐标：旧金山,官网：hereplus.me,成立时间：2013,"B轮,2400万,美元,融资完成",立即认领,运营状态：正在运营,,DopplerLabs创立于2013年，总部位于旧金山，公司在2014年逐渐进入公众视线，致力于开发第一个集全部功能于一体的入耳式智能耳机。,,,http://pic2.pedaily.cn/newseed/project/201607/20160721104722141.jpg,http://www.newseed.cn/project/52387,Doppler Labs,DoppleLabs创立于2013年，总部位于旧金山，公司在2014年逐渐进入公众视线，致力于开发第一个集全部功能于一体的入耳式智能耳机。
睿宝儿科,医疗健康,"平台：WEB,其他",坐标：上海市,官网：rainbowhealth.cn,成立时间：不详,"B轮,7000万,人民币,融资完成",立即认领,运营状态：不详,健康保健儿童早教,睿宝儿科是一家中西医结合的医疗健康服务公司，致力于改善儿童周围环境、预防疾病、合理营养、提高机体免疫力，顺应儿童自然属性。,,,http://pic2.pedaily.cn/newseed/project/201702/20170213175941760.png,http://www.newseed.cn/project/52527,上海睿宝投资有限公司,睿宝儿科是一家专业从事儿童医疗保健服务的儿科诊所，倡导中西医结合的诊疗方式，致力于改善儿童周围环境、预防疾病、合理营养、提高机体免疫力，顺应儿童自然属性。
Treebo Hotels,旅游,平台：WEB,坐标：印度,官网：www.treebohotels.com,成立时间：2015,"B轮,1700万,美元,融资完成",立即认领,运营状态：正在运营,,Treebo创立于2015年6月，总部位于班加罗尔，是一个经济型酒店整合平台。公司通过与酒店建立合作关系，采用技术手段来创建印度各地的合作酒店网络，为客户提供一定住宿标准的酒店服务。,,,http://pic2.pedaily.cn/newseed/project/201607/20160725132037281.jpg,http://www.newseed.cn/project/52482,Treebo Hotels,Treebo创立于2015年6月，总部位于班加罗尔，是一个经济型酒店整合平台。公司通过与酒店建立合作关系，采用技术手段来创建印度各地的合作酒店网络，为客户提供一定住宿标准的酒店服务。
海风教育,教育培训,平台：WEB,坐标：上海市,官网：www.hfjy.com,成立时间：201,"B轮,金额未透露,融资完成",立即认领,运营状态：正在运营,,海风教育在2010年成立，目前，海风教育的两大课程体系主要是学科辅导和自主招生辅导，通过自主研发的一站式在线学习平台解决中学生中考、高考等升学过程中的各类需求。,,,http://pic2.pedaily.cn/newseed/project/201607/20160726134434154.jpg,http://www.newseed.cn/project/52539,上海风创信息咨询有限公司,海风教育在2010年成立，目前，海风教育的两大课程体系主要是学科辅导和自主招生辅导，通过自主研发的一站式在线学习平台解决中学生中考、高考等升学过程中的各类需求。
Transfix,汽车交通,平台：WEB,坐标：纽约,官网：transfix.io,成立时间：不详,"B轮,2200万,美元,融资完成",立即认领,运营状态：正在运营,,Transfix总部位于纽约，为卡车和物流行业构建了一个线上按需服务平台，可以根据货运用户的具体需求匹配相应的卡车。Transfix最大限度地解决了“空车货运”问题，他们开发的算法可以基于距离位置实时匹配运费，即帮助运货商节约了成本，也让卡车司机获得更多收入。,,,http://pic2.pedaily.cn/newseed/project/201607/20160726161151595.jpg,http://www.newseed.cn/project/52546,Transfix,Transfix总部位于纽约，为卡车和物流行业构建了一个线上按需服务平台，可以根据货运用户的具体需求匹配相应的卡车。Transfix最大限度地解决了“空车货运”问题，他们开发的算法可以基于距离位置实时匹配运费，即帮助运货商节约了成本，也让卡车司机获得更多收入。
Scoplely,游戏体育,平台：WEB,坐标：洛杉矶,官网：www.scopely.com,成立时间：2011,"B轮,5500万,美元,融资完成",立即认领,运营状态：正在运营,广告营销游戏硬件游戏开发行业及技术解决方案,Scoplely创立于2011年，总部位于洛杉矶，公司与行业领先的游戏开发商及全球范围内的游戏公司进行合作，将IP融合到内部开发中，为客户提供分配技术及商业化解决方案。公司主要负责客户的市场营销、数据分析、广告、质量保证等业务，这样开发商便能够专注于创建及优化用户体验。Scopely的目标是通过开发者网络为用户提供最超值的游戏体验。,,,http://pic2.pedaily.cn/newseed/project/201607/20160727144023560.jpg,http://www.newseed.cn/project/52573,Scoplely,Scoplely创立于2011年，总部位于洛杉矶，公司与行业领先的游戏开发商及全球范围内的游戏公司进行合作，将 IP 融合到内部开发中，为客户提供分配技术及商业化解决方案。公司主要负责客户的市场营销、数据分析 、广告、质量保证等业务，这样开发商便能够专注于创建及优化用户体验。Scopely的目标是通过开发者网络为用户提供最超值的游戏体验。
Zeek,企业服务,平台：WEB,坐标：以色列,官网：zeek.com.br,成立时间：2014,"B轮,950万,美元,融资完成",立即认领,运营状态：正在运营,买卖租赁,Zeek创立于2014年，为用户提供一个在线市场平台，用于他们进行礼券买卖交易，此外还可以进行信用票据、礼品卡和电子优惠券交易。卖家可以扫描他们不需要的礼券，确定好价格之后上传到Zeek平台上。买家可以按照品牌名称搜索礼券产品，并以优惠价格进行购买。此外，该平台还提供电子钱包功能，买卖双方都可以实时追踪他们的优惠券买卖状态。,,,http://pic2.pedaily.cn/newseed/project/201607/20160728114354621.jpg,http://www.newseed.cn/project/52589,N/A,
Big Health,医疗健康,平台：WEB,坐标：美国,官网：www.bighealth.com,成立时间：不详,"B轮,1200万,美元,融资完成",立即认领,运营状态：正在运营,健康保健行业及技术解决方案,BigHealth总部位于旧金山，公司致力于提供“实证、非药物”解决方案，以应对各种精神健康障碍。公司通过追踪用户数据，创建个性化的数字程序，用户能够通过网络或手机获取到行为解决方案，不分昼夜，就相当于一个随时待命的医学专家。,,,http://pic2.pedaily.cn/newseed/project/201607/20160728103431107.jpg,http://www.newseed.cn/project/52587,Big Health,Big Health总部位于旧金山，公司致力于提供“实证、非药物”解决方案，以应对各种精神健康障碍。公司通过追踪用户数据，创建个性化的数字程序，用户能够通过网络或手机获取到行为解决方案，不分昼夜，就相当于一个随时待命的医学专家。
英雄体育,游戏体育,平台：WEB,坐标：天津市,官网：www.lbasport.com,成立时间：2016-06-16,"B轮,金额未透露,融资完成",立即认领,运营状态：正在运营,游戏硬件游戏开发体育培训赛事运营/经纪职业培训户外/极限运动体育设施/场馆,2016年6月16日，英雄互娱宣布成立英雄体育，由英雄互娱集团控股。英雄体育承办了全亚洲最大的移动电竞赛事，在北京、上海、广州、成都、台北、香港、新加坡、河内、万象、金边、曼谷、内比都、吉隆坡、雅加达等地设有常规巡回赛。旗下拥有《皇室战争》官方赛、《球球大作战》官方赛，TGA腾讯移动游戏大奖赛、HPL英雄联赛，《王者荣耀》职业联赛。同时，英雄体育在赛事的基础上，搭建赛事场馆，渗透落地实体商业，发展基于电竞赛事、电竞战队的运动服饰、鞋类等衍生品的开发及销售。,,,http://pic2.pedaily.cn/newseed/project/201607/20160728164209256.jpg,http://www.newseed.cn/project/52612,天津英雄体育管理有限公司,2016年6月16日，英雄互娱宣布成立英雄体育，由英雄互娱集团控股。英雄体育承办了全亚洲最大的移动电竞赛事，在北京、上海、广州、成都、台北、香港、新加坡、河内、万象、金边、曼谷、内比都、吉隆坡、雅加达等地设有常规巡回赛。旗下拥有《皇室战争》官方赛、《球球大作战》官方赛，TGA腾讯移动游戏大奖赛、HPL英雄联赛，《王者荣耀》职业联赛。同时，英雄体育在赛事的基础上，搭建赛事场馆，渗透落地实体商业，发展基于电竞赛事、电竞战队的运动服饰、鞋类等衍生品的开发及销售。
Reltio,信息技术,平台：WEB,坐标：美国,官网：www.reltio.com,成立时间：2011,"B轮,2200万,美元,融资完成",立即认领,运营状态：正在运营,,Reltio创立于2011年，总部位于加利福尼亚州，公司致力于帮助企业以最有效的方式将数据转化为信息和知识资产，有力的打破了以往认为IT必须结合多种技术才能管理不同种类的数据以及企业必须购买标准工具才能自己进行数据分析的传统观念。Reltio能够管理所有的数据类型，包括多域主数据、事务及交互数据、第三方数据、公众和社会数据。,,,http://pic2.pedaily.cn/newseed/project/201607/20160729105143447.jpg,http://www.newseed.cn/project/52633,Reltio,Reltio创立于2011年，总部位于加利福尼亚州，公司致力于帮助企业以最有效的方式将数据转化为信息和知识资产，有力的打破了以往认为 IT 必须结合多种技术才能管理不同种类的数据以及企业必须购买标准工具才能自己进行数据分析的传统观念。Reltio能够管理所有的数据类型，包括多域主数据、事务及交互数据、第三方数据、公众和社会数据。
NVision Medica,医疗健康,平台：WEB,坐标：美国,官网：www.nvisionmedical.com,成立时间：不详,"B轮,1200万,美元,融资完成",立即认领,运营状态：正在运营,健康保健,NVisionMedica是一家早期阶段的医疗设备公司，公司开发的产品主要是面向女性健康市场领域，填补女性健康领域的技术创新空白。公司开发的微导管技术产品能够辅助妇科医生对患者输卵管进行检查，而不必进行切口或全身麻醉。这项技术打开了一扇新的大门，因为在此之前，输卵管一直被认为是一项不可能的临床检验适应症。目前，公司重点关注两大重点方向，利用微导管技术进行输卵管细胞收集并实现输卵管管腔的可视化。,,,http://pic2.pedaily.cn/newseed/project/201607/20160729114335131.jpg,http://www.newseed.cn/project/52636,NVision Medica,NVision Medica是一家早期阶段的医疗设备公司，公司开发的产品主要是面向女性健康市场领域，填补女性健康领域的技术创新空白。公司开发的微导管技术产品能够辅助妇科医生对患者输卵管进行检查，而不必进行切口或全身麻醉。这项技术打开了一扇新的大门，因为在此之前，输卵管一直被认为是一项不可能的临床检验适应症。目前，公司重点关注两大重点方向，利用微导管技术进行输卵管细胞收集并实现输卵管管腔的可视化。
Paidy,生活消费,平台：WEB,坐标：日本,官网：paidy.com,成立时间：不详,"B轮,1500万,美元,融资完成",立即认领,运营状态：正在运营,消费电子,Paidy为日本消费者提供一个非信用卡支付网络。该平台提供给客户一个账号，与手机号及邮箱绑定，相当于提供了一个虚拟的信用卡设备。消费者使用Paidy平台进行支付，只需输入手机号及电子邮箱地址，通过PIN码（SIM卡个人识别密码）进行验证，然后在月底一次结清账单，也可选择分期付款。,,,http://pic2.pedaily.cn/newseed/project/201608/20160801105036333.jpg,http://www.newseed.cn/project/52655,Paidy,Paidy为日本消费者提供一个非信用卡支付网络。该平台提供给客户一个账号，与手机号及邮箱绑定，相当于提供了一个虚拟的信用卡设备。消费者使用 Paidy 平台进行支付，只需输入手机号及电子邮箱地址，通过PIN 码（SIM卡个人识别密码）进行验证，然后在月底一次结清账单，也可选择分期付款。
Matific,教育培训,平台：WEB,坐标：以色列,官网：www.matific.com,成立时间：2012,"B轮,4500万,美元,融资完成",立即认领,运营状态：正在运营,VR/AR游戏硬件游戏开发办公软件儿童早教,Matific由数学教育专家RazKupferman教授和ShimonShocken教授、计算机专家ShmulikLondon和游戏专家GuyVardi共同创立。主要为学前儿童和小学生开发数学和科学的学习游戏，教师利用Matific的软件可以自动生成不同难度的个性化游戏,,,http://pic2.pedaily.cn/newseed/project/201608/20160801111016972.jpg,http://www.newseed.cn/project/52657,Matific,Matific由数学教育专家Raz Kupferman教授和Shimon Shocken教授、计算机专家Shmulik London 和 游戏专家Guy Vardi 共同创立。主要为学前儿童和小学生开发数学和科学的学习游戏，教师利用Matific 的软件可以自动生成不同难度的个性化游戏
NVision Medical,医疗健康,平台：WEB,坐标：美国,官网：www.nvisionmedical.com,成立时间：不详,"B轮,1200万,美元,融资完成",立即认领,运营状态：正在运营,健康保健,NVisionMedical是一家医疗器械公司，公司开发的产品主要是面向女性健康市场领域，其微导管技术产品能够辅助妇科医生对患者输卵管进行检查，而不必进行切口或全身麻醉。,,,http://pic2.pedaily.cn/newseed/project/201608/20160801141601676.jpg,http://www.newseed.cn/project/52662,NVision Medical,NVision Medical是一家医疗器械公司，公司开发的产品主要是面向女性健康市场领域，其微导管技术产品能够辅助妇科医生对患者输卵管进行检查，而不必进行切口或全身麻醉。
Baca,企业服务,平台：WEB,坐标：北京市,官网：baca.co.id,成立时间：不详,"B轮,2000万,美元,融资完成",立即认领,运营状态：正在运营,O2O/本地生活互联网,Baca是一家面向海外互联网市场的初创企业，产品是移动新闻聚合客户端，有门户网站提供的本地新闻+国际新闻，还整合生活类话题新闻，用户可以保存喜爱的新闻，并通过Facebook等社交工具分享。,,,http://pic2.pedaily.cn/newseed/project/201608/20160801164513618.jpg,http://www.newseed.cn/project/52682,Baca,Baca是一家面向海外互联网市场的初创企业，产品是移动新闻聚合客户端，有门户网站提供的本地新闻+国际新闻，还整合生活类话题新闻，用户可以保存喜爱的新闻，并通过Facebook等社交工具分享。
CoolaData,信息技术,平台：WEB,坐标：以色列,官网：www.cooladata.com,成立时间：不详,"B轮,560万,美元,融资完成",立即认领,运营状态：正在运营,,CoolaData是以色列一家数据分析平台，专注于实时收集、监控来自企业服务过程中或者服务器上数以亿计的用户操作，通过分析这些操作获取信息，形成用户行为模式。,,,http://pic2.pedaily.cn/newseed/project/201608/20160801142451492.jpg,http://www.newseed.cn/project/52663,CoolaData,CoolaData是以色列一家数据分析平台，专注于实时收集、监控来自企业服务过程中或者服务器上数以亿计的用户操作，通过分析这些操作获取信息，形成用户行为模式。
Glowforge,硬件,平台：硬件,坐标：美国,官网：glowforge.com,成立时间：2014,"B轮,2200万,美元,融资完成",立即认领,运营状态：正在运营,办公软件,Glowforge创立于2014年，总部位于西雅图，利用软件和传感器促进激光切割/雕刻工艺的发展。公司研发的台式激光打印机操作简单，用户只需要按一下按钮就能打印一些美观且实用的产品，包括皮质钱包和硬木首饰盒等。,,,http://pic2.pedaily.cn/newseed/project/201608/20160802141543375.jpg,http://www.newseed.cn/project/52697,Glowforge,Glowforge创立于2014年，总部位于西雅图，利用软件和传感器促进激光切割/雕刻工艺的发展。公司研发的台式激光打印机操作简单，用户只需要按一下按钮就能打印一些美观且实用的产品，包括皮质钱包和硬木首饰盒等。
小鸣单车,生活消费,平台：移动应用,坐标：上海市,官网：不详,成立时间：不详,"B轮,金额未透露,融资完成",立即认领,运营状态：正在运营,买卖租赁,小鸣单车是一家新成立的自行车共享租赁服务品牌，先从校园开始投放，进而扩散到核心CBD等高人群密度区域。,,,http://pic2.pedaily.cn/newseed/project/201609/20160928140344417.jpg,http://www.newseed.cn/project/54138,小鸣单车,小鸣单车是一家新成立的自行车共享租赁服务品牌，先从校园开始投放，进而扩散到核心CBD等高人群密度区域。
