product,field,platform,location,homepage,establish_time,round,project_status,status,tags,description,contact,leadership,logo_url,url,company_name,brief_intro
享租家居,生活消费,平台：WEB,坐标：北京市,官网：h5.enjoyrental.com,成立时间：2017-09-10,"Pre-A,1000万,人民币,需要融资",约谈,运营状态：不详,互联网电子商务买卖租赁,享租家居，中国首家立足共享经济，为房东、房客提供共享家具、家电租赁服务。享租秉持让用户省钱省心的服务理念，搭乘中国发展住房租赁市场和消费升级的快车，致力为中国房东、房客创造美好家居生活。享租家居首批产品“极简主义系列”已全面上线，受到开发商、经纪公司、长租公寓等战略合作伙伴一致好评与举荐。享租家居从产品设计生产到配送安装和维护等全流程形成了一套标准的服务体系，为用户创造价值，开启家居生活新理念。,Des Esseintes,徐倩CEO,http://www.newseed.cn/upload2/project/logo/201711/09161436405.jpg,http://www.newseed.cn/project/61622,N/A,
北美汽配交易平台,物流,"平台：WEB,其他",坐标：广州市,官网：www.birdsbay.cn,成立时间：2015-09-06,"Pre-A,1000万,人民币,需要融资",约谈,运营状态：正在运营,电子商务跨境物流,候鸟湾(birdsbay)创始团队同时在中国广州与美国旧金山湾区设立并办公，是一家以海外仓储+直销为基础，为跨境电商及OEM制造商提供全程物流、直销及境外服务延伸等解决方案的综合服务商；致力于为客户提供当地市场分析、渠道建设、品牌推广、线上线下直销、物流仓储与配送等一站式服务，帮助我国优质“品牌”商品通过跨境电商直销全球。,杨启森,杨启森总经理康宁联合发起人方曼妮联合发起人,http://www.newseed.cn/upload2/project/logo/201707/22081209360.jpg,http://www.newseed.cn/project/59002,N/A,
工作虫,企业服务,平台：移动应用,坐标：北京市,官网：www.www.gongzuochong.com,成立时间：2016-11-03,"Pre-A,800万,人民币,需要融资",约谈,运营状态：不详,移动互联网互联网大数据,工作虫2016年初成立，专注城市中基层岗位招聘，利用招聘大数据，建立动态求职者工作档案及企业诚信档案库，精准匹配招聘双方需求。在高效满足招聘需求的同时也为城市蓝领提供金融、消费等服务的大数据支持。,鲲岳,,http://pic2.pedaily.cn/17/newseed/project/201711/20171124101321976.jpg,http://www.newseed.cn/project/61836,N/A,
人人讲,教育培训,平台：,坐标：北京市,官网：www.renrenjiang.cn,成立时间：不详,"Pre-A,1000万,人民币,融资完成",立即认领,运营状态：正在运营,兴趣教育,人人讲是一个直播教学平台，主要聚集了30分钟至1小时时长的视频教学，以视频直播＋社群为切入点运营，为中长尾CP方提供知识付费视频工具。平台聚合的内容主要以音乐、美术、瑜伽健身等兴趣类以及考研、编程、K12教育类为主，北京云拓锐联科技有限公司旗下。,,,http://pic2.pedaily.cn/17/newseed/project/201711/20171120171446534.jpg,http://www.newseed.cn/project/61776,北京云拓锐联科技有限公司,人人讲是一个直播教学平台，主要聚集了30分钟至1小时时长的视频教学，以视频直播＋社群为切入点运营，为中长尾CP方提供知识付费视频工具。平台聚合的内容主要以音乐、美术、瑜伽健身等兴趣类以及考研、编程、K12教育类为主，北京云拓锐联科技有限公司旗下。
ABC旅行预订,旅游,平台：其他,坐标：杭州市,官网：abcbooking.cn,成立时间：2016-08-04,"Pre-A,500万,人民币,融资完成",立即认领,运营状态：正在运营,互联网旅游综合服务,ABC旅行预订是一家无中介预订平台。致力于为酒店打造线上直营能力，把预定平台开放给酒店，将中介变成工具，酒店注册后即可拥有自己的预订APP，隶属于杭州惠程信息技术有限公司。,,,http://pic2.pedaily.cn/17/newseed/project/201707/20170725114956359.png,http://www.newseed.cn/project/59055,杭州惠程信息技术有限公司,ABC旅行预订隶属于杭州惠程信息技术有限公司，率先提出“无中介预订平台”的理念，将互联网去中介化与去中心化的属性用于旅游行业，为旅行预订的供求双方最大限度的降低成本，提升体验。
MakerPanda创新教育,信息技术,"平台：硬件,其他,移动应用",坐标：成都市,官网：www.makerpanda.cc,成立时间：2015-11-30,"Pre-A,800万,人民币,需要融资",约谈,运营状态：正在运营,互联网K12,MakerPanda是一家创新教育的内容供应商，专注于6-14岁青少年创新教育课程和教具的开发，为青少年提供创新教育产品和服务。公司致力于开展具有创新科技理念的中小学生创新教育，融合科学、技术、工程、艺术等多个学科，将新理念、新技术与新设备凝聚到教育活动中，为国家和社会培养具有动手实践能力、系统性思维能力和创新创造力的新型综合人才。,梦的解析,,http://www.newseed.cn/upload2/project/logo/201707/26145005397.jpg,http://www.newseed.cn/project/59083,N/A,
云犀直播,企业服务,平台：其他,坐标：杭州市,官网：www.yunxi.tv,成立时间：2015-07-15,"Pre-A,2000万,人民币,融资完成",立即认领,运营状态：正在运营,行业及技术解决方案,云犀直播是一家为企业提供直播技术解决方案的公司，目前有两款直播硬件产品：云犀box以及正在研发中的VR直播相机。,,,http://pic2.pedaily.cn/17/newseed/project/201707/20170726115419622.png,http://www.newseed.cn/project/59079,杭州星犀科技有限公司,云犀直播，企业直播平台，是一个提供专业化直播技术和营销方案的服务平台，助企业更好地宣传产品、树立品牌。
硬之城,硬件,平台：WEB,坐标：深圳市,官网：www.allchips.com,成立时间：20-16-03,"Pre-A,金额未透露,融资完成",约谈,运营状态：正在运营,仓储物流制造业,硬之城是电子元器件B2B服务平台，链接原厂代理商与终端工厂，并为其提供专业的仓储、报关、物流及金融服务，实现供应链流程再造，优化产业效率，硬之城将打通CRM、ERP及中央数据库并标准化，提供元器件行业SaaS服务；8月份国际版上线，正式服务全球市场，主要含中国大陆、东南亚、南美及俄罗斯等制造业发达地区或国家；目前硬之城已入驻大型原厂代理超360家，全网第一，已完成种子轮与天使轮融资，预计明年8月之前实现盈利。硬之城联合行业同仁一起让元器件交易更简单。,Steven5267,,http://newseed.pedaily.cn/upload/project/logo/201610/09163524524.jpg,http://www.newseed.cn/project/54240,N/A,
超能小黑,生活消费,平台：其他,坐标：武汉市,官网：不详,成立时间：不详,"Pre-A,金额未透露,融资完成",立即认领,运营状态：正在运营,宠物电子商务,,,,http://pic2.pedaily.cn/17/newseed/project/201708/20170802182351221.png,http://www.newseed.cn/project/60202,武汉黑狗科技有限公司,超能小黑是一家宠物鲜粮电商，为宠物提供宠物鲜粮，用户可以直接为狗狗按月订购，超能小黑根据狗狗的体重和年龄进行食量配比，独立包装，每周配送一次。
帮啦跑腿,物流,平台：移动应用,坐标：广东省,官网：不详,成立时间：不详,"Pre-A,金额未透露,融资完成",立即认领,运营状态：正在运营,O2O/本地生活同城配送,帮啦跑腿是一家C2C同城跑腿平台，依托移动互联网及LBS定位服务，提供帮啦跑腿微信公众号、帮啦跑腿APP客户端等多个下单入口，整合社会专职及闲置人力为商家和消费者提供专业的同城跑腿服务。,,,http://pic2.pedaily.cn/17/newseed/project/201708/20170807152108780.jpg,http://www.newseed.cn/project/60287,帮啦跑腿,帮啦跑腿是一家C2C同城跑腿平台，依托移动互联网及LBS定位服务，提供帮啦跑腿微信公众号、帮啦跑腿APP客户端等多个下单入口，整合社会专职及闲置人力为商家和消费者提供专业的同城跑腿服务。
瑞立视多媒体,信息技术,平台：其他,坐标：深圳市,官网：不详,成立时间：不详,"Pre-A,金额未透露,融资完成",立即认领,运营状态：正在运营,VR/AR行业及技术解决方案,"瑞立视多媒体是一家光学动作捕捉技术和运动识别技术整体方案商，主要通过高速相机捕捉光学标记点，识别跟踪物体的运动轨迹,以实现包含VR在内的各种环境三维大空间人机交互。",,,http://pic2.pedaily.cn/17/newseed/project/201708/20170802183755114.png,http://www.newseed.cn/project/60206,深圳市瑞立视多媒体科技有限公司,深圳市瑞立视多媒体科技有限公司是一家专注于VR领域的创新型企业，专业从事VR影视、游戏等数字娱乐内容的研发及制作。
乐智机器人,教育培训,平台：硬件,坐标：深圳市,官网：不详,成立时间：不详,"Pre-A,金额未透露,融资完成",立即认领,运营状态：正在运营,人工智能机器人行业及技术解决方案,乐智机器人是一家机器人研发教育培训机构和智能硬件开发商，专注于为校园用户和培训机构提供steam教育解决方案，致力于提供空间搭建+课程内容+教具提供+师资培训等一体化服务。,,,http://pic2.pedaily.cn/17/newseed/project/201708/20170807112347140.jpg,http://www.newseed.cn/project/60279,深圳乐智机器人有限公司,乐智机器人是一家机器人研发教育培训机构和智能硬件开发商，专注于为校园用户和培训机构提供steam教育解决方案，致力于提供空间搭建+课程内容+教具提供+师资培训等一体化服务。
筑梦文化,文化娱乐,平台：其他,坐标：上海市,官网：thedreamland.asia,成立时间：2013-08-01,"Pre-A,金额未透露,融资完成",约谈,运营状态：正在运营,动漫,线下实景娱乐公司“筑梦文化”已完成千万级Pre－A轮融资，本轮融资由华耀资本领投，融资将用于产品研发、团队扩容、版权拓展和市场拓展。,新芽网友781790,,http://www.newseed.cn/upload2/project/logo/201708/09185127257.jpg,http://www.newseed.cn/project/58272,筑梦（上海）文化科技有限公司,筑梦文化成立于 2015 年，思路是基于线上头部 IP 做线下“快闪式”主题乐园，推行沉浸互动体验式的实境娱乐产品，涵盖展示、演出、游艺、餐饮和衍生品等。其产品最初切入的是动漫领域，曾操刀《火影忍者》、《海贼王》等知名日漫 IP 的国内落地活动与衍生品开发
理财魔方,房产金融,平台：WEB,坐标：北京市,官网：www.licaimofang.com,成立时间：不详,"Pre-A,2000万,人民币,融资完成",约谈,运营状态：不详,大数据,理财魔方是一个理财产品导购平台，用户可以利用其大数据和智能算法分析分析投资组合，同时追踪在各个投资机构购买产品的动态。,新芽网友781328,,http://pic.pedaily.cn/newseed/projectlogo/201506/20150610@092443.jpg,http://www.newseed.cn/project/17259,北京口袋财富信息科技有限公司,理财魔方是一个理财产品导购平台，用户可以利用其大数据和智能算法分析分析投资组合，同时追踪在各个投资机构购买产品的动态。
积目,社交,平台：移动应用,坐标：深圳市,官网：不详,成立时间：2016-01,"Pre-A,金额未透露,融资完成",立即认领,运营状态：正在运营,兴趣社区,积目是一款定位青年文化领域的陌生人社交平台，除去社交APP应有的固有模式，积目不仅有一套用户匹配算法，通过分析用户画像、LBS、目的语言（兴趣组）等信息，帮助符合调性的同类用户进行匹配，还为拥有相同文化信仰的用户提供线下精准活动，打通线上平台到线下社交场景的闭环。,,,http://pic2.pedaily.cn/17/newseed/project/201708/20170811064913352.jpg,http://www.newseed.cn/project/60371,深圳市蓝莓时节科技有限公司,积目是一款定位青年文化领域的陌生人社交平台，除去社交APP应有的固有模式，积目不仅有一套用户匹配算法，通过分析用户画像、LBS、目的语言（兴趣组）等信息，帮助符合调性的同类用户进行匹配，还为拥有相同文化信仰的用户提供线下精准活动，打通线上平台到线下社交场景的闭环。
便利家,生活消费,"平台：WEB,硬件",坐标：上海市,官网：不详,成立时间：2016-08-25,"Pre-A,500万,人民币,需要融资",约谈,运营状态：未上线,移动互联网大数据人工智能零食/饮料O2O/本地生活,便利家利用物联网、大数据、人工智能、图像识别以及移动互联网等技术自主研发智能无人便利店，降低零售运营成本，提高零售消费体验，打造超级便捷的购物方式。公司创始团队来自于哈尔滨工业大学和上海交通大学等知名高校。,大威哥,吴威COO范韶伟COO韩庚庚CTO,http://www.newseed.cn/upload2/project/logo/201708/15160123157.jpg,http://www.newseed.cn/project/60440,N/A,
尚课网（互联网+教育关系）平台,教育培训,平台：WEB,坐标：杭州市,官网：www.soke910.com,成立时间：2015-04-30,"Pre-A,600万,人民币,需要融资",约谈,运营状态：正在运营,移动互联网互联网大数据人工智能直播,是一家专注于K12教育关系友好化的互联网高新技术企业。公司总部位于杭州市北部软件园，在云文档处理、信息安全和在线流媒体等领域具有国际领先的专利技术。公司运营的目标是通过互联网技术打通教育主体在现实中的关系融合渠道，为教育机构、教师、学生、家长、教育管理机构、教学教研专家提供优质服务的“互联网+教育关系”平台，使现实中的教育关系更加友好！,尚课网,黄军民总经理魏贵义CTO,http://www.newseed.cn/upload2/project/logo/201708/11115223921.jpg,http://www.newseed.cn/project/60383,N/A,
车加家,汽车交通,平台：移动应用,坐标：苏州市,官网：www.cn-etc.com,成立时间：2016-01-18,"Pre-A,1000万,人民币,需要融资",约谈,运营状态：正在运营,汽车后服务车联网,车加家停车是一款提供车位预定与共享的智能停车应用。通过把高度分散车位碎片资产进行整合，以预定长租租赁的形式提供给车主用户。,熊大白,陈振中COO,http://www.newseed.cn/upload2/project/logo/201707/12171735564.jpg,http://www.newseed.cn/project/58840,N/A,
英联帮,教育培训,平台：WEB,坐标：北京市,官网：www.widerwill.com,成立时间：2016-06-28,"Pre-A,1000万,人民币,需要融资",约谈,运营状态：正在运营,互联网出国留学,英联帮教育科技（北京）有限公司成立于2016年6月，注册资本100万元，从事留学后服务业务。公司着力解决留学生在海外求学过程中所遇到的生活、学习、求职方面的问题，结合互联网大数据和人工智能技术，为留学生提供留学前预辅导、海外生活、学习及回国就业等一站式解决方案，免除了家长和学生的后顾之忧。英联帮项目迎合当下国人出国深造的热潮，聚合全球顶级教育资源，为海外留学生提供“专业、高效、优质、贴心”的海外学习、生活、实习、回国就业一站式解决方案，做到“让家长放心，让学生省心”。目前公司主要产品和服务有：学业辅导服务（留学先知、课后答疑、论文提高、视频辅导等）；海外背景提升服务（名校科研之旅、社会实践活动、名企实习推荐等）；归国就业推介服务（归国就业指导、归国就业推介等），利用大数据和人工智能技术为留学生量身定做专属解决方案。,皓,吕泽华创始人石骏骐联合创始人张珎技术总监曾惟禧产品总监任明敏 Mindy销售总监张圣伟 Mars市场总监,http://www.newseed.cn/upload2/project/logo/201708/14145217914.jpg,http://www.newseed.cn/project/60419,N/A,
007超级车管家平台,汽车交通,"平台：WEB,其他",坐标：北京市,官网：www.007cgj.com,成立时间：2005-03-28,"Pre-A,3000万,人民币,需要融资",约谈,运营状态：正在运营,移动互联网大数据车联网,007超级车管家平台是国内一家专业化、现代化、系统化的综合性汽车服务民族品牌，品牌自成立以来就坚持“一切以用户价值为指针，万事从服务完善做考量”的发展理念和“爱车更爱生活”的消费者文化，力求创新，奋发图强，以汽车服务市场的变革者自居，努力将“汽车终端消费”变成当代社会不可或缺一种生活方式，打造汽车服务行业新标杆。“007”将“一个平台，两个系统，三个中心，十大板块”作为自己的平台运作体系;三大中心：运营中心管理，服务中心协调，会员中心盈利，同时建立平台会员和店铺会员两大管理系统，共同为“007”这一艘航空母舰助推加油，共同发展。,新芽网友782429,刘国祥创始人兼ceo,http://www.newseed.cn/upload2/project/logo/201708/12160009846.jpg,http://www.newseed.cn/project/60403,N/A,
扬天科技,硬件,平台：硬件,坐标：天津市,官网：www.chnrobot.cn,成立时间：2015-12,"Pre-A,5000万,人民币,融资完成",立即认领,运营状态：正在运营,人工智能,扬天科技是一家协作机器人研发商，以机器人技术为核心，致力于数字化智能制造装备，自主研发的轻型协作机器人，在机器人本体重量、产品规格系列、定位精度和算法上具备竞争优势。,,,http://pic2.pedaily.cn/17/newseed/project/201708/20170817072535791.jpg,http://www.newseed.cn/project/60484,天津扬天科技有限公司,天科技是一家协作机器人研发商，以机器人技术为核心，致力于数字化智能制造装备，自主研发的轻型协作机器人，在机器人本体重量、产品规格系列、定位精度和算法上具备竞争优势。
湖北仁威科技,信息技术,平台：其他,坐标：武汉市,官网：www.hbrw-tech.com,成立时间：2010-01-07,"Pre-A,1200万,人民币,需要融资",约谈,运营状态：正在运营,互联网大数据,湖北仁威电业科技有限公司是湖北省高新技术企业，是全国重合同守信用企业。公司注重技术研发及自主创新，自主研发和拥有了以“仁威能效管理平台”为代表的多项专利和著作权登记产品，并与武汉大学合作建立了“仁威院士专家工作站”。公司与国家电网.国网节能服务公司.中国电力建设集团股份有限公司.中建投租赁股份有限公司.华润电力控股等行业巨臂进行长期的战略合作，助力公司业务发展不断迈向新台阶。公司为适应社会发展需要，贯彻“我投资.您节能.我服务.您满意”的经营理念，坚持“用能综合方案的解决商与服务商”的企业定位，力争实现“成为用能服务行业的领军者”的企业战略目标。’,执着,张涛董事长,http://pic2.pedaily.cn/17/newseed/project/201708/20170825093016515.jpg,http://www.newseed.cn/project/60622,N/A,
酷车魔方,汽车交通,平台：WEB,坐标：重庆市,官网：www.itqiche.com,成立时间：2015-03-25,"Pre-A,1000万,人民币,需要融资",约谈,运营状态：正在运营,VR/AR移动互联网人工智能游戏开发汽车后服务,酷车魔方是服务于汽车个性化定制领域的全3D智能展示平台。通过PC、手机等页面进入，用户可以实现对汽车外观、内饰及其他部件的个性化升级定制，并实时体验升级后的整车3D效果。,张大条,喻雍磊CEO,http://www.newseed.cn/upload2/project/logo/201708/24173302087.jpg,http://www.newseed.cn/project/60650,N/A,
易民宿,房产金融,平台：其他,坐标：深圳市,官网：www.ebnb.com,成立时间：2015-10,"Pre-A,2000万,人民币,融资完成",立即认领,运营状态：正在运营,买卖租赁,易民宿是一个民宿管理品牌，定位境外市场，主要在一些旅游热点城市和市中心布点，针对民宿房东提供从房源设计、装修、软装布置，到分发渠道、运营、客服的一条龙服务，隶属于深圳宇创信息服务有限公司。,,,http://pic2.pedaily.cn/17/newseed/project/201708/20170816222722517.jpg,http://www.newseed.cn/project/60474,深圳宇创信息服务有限公司,易民宿是一个民宿管理品牌，定位境外市场，主要在一些旅游热点城市和市中心布点，针对民宿房东提供从房源设计、装修、软装布置，到分发渠道、运营、客服的一条龙服务，隶属于深圳宇创信息服务有限公司。
锦佰安SecID,企业服务,平台：其他,坐标：苏州市,官网：secid.cn,成立时间：2016-08,"Pre-A,1500万,人民币,融资完成",立即认领,运营状态：正在运营,信息安全,锦佰安是一家生物特征识别技术研发商，专注于安全领域，基于用户行为数据进行机器学习实现无感身份认证，旗下产品包括：号安、无码和SecID用户识别等。,,,http://pic2.pedaily.cn/17/newseed/project/201708/20170825192434111.jpg,http://www.newseed.cn/project/60681,苏州锦佰安信息技术有限公司,锦佰安是一家生物特征识别技术研发商，专注于安全领域，基于用户行为数据进行机器学习实现无感身份认证，旗下产品包括：号安、无码和SecID用户识别等。
