青青外贸童装批发,童装,贸易批发,广东省深圳市,本人从事外贸童装及外贸男、女品牌服装的零售及批发，所有货品保证质量合格、价格合理、款式更新快，欢迎各服装零售店及各界朋友前来订货，批发。,陈先生,0755-21653558,公司关键词：外贸童装业务范围：服装饰件经营模式：贸易批发员工人数：5 ~ 50人会员注册：第14年最近登录日期：2009-08-18
深圳春晓外贸服饰有限公司,服装,贸易批发,中国广东省深圳市罗湖区人民南路深房广场新港湾服装批发城3楼3125B（国贸对面）,春晓外贸服饰是深圳专业的外贸服饰批发、零售的经营店，产品品种齐全。主要经营外贸女T恤、外贸休闲裤、外贸牛仔裤、外贸牛仔衫、外贸短裙、外贸针织衫、外贸套装及其他服饰四季商品。...（）,黄女士,0755-83305804,公司关键词：服装，服饰业务范围：服装饰件；服务经营模式：贸易批发会员注册：第11年最近登录日期：2009-12-30
广东伊美莎内衣有限公司,内衣,生产制造,中国广东省深圳市福田区中航路2号都会100b座15g,广东伊美莎内衣有限公司自创业以来，经过多年的发展，现已成为集女性内衣开发，设计，生产，营销，服务，自营进出口为一体的现代化企业。产品涉及文胸，内裤，无缝内衣等。公司...（）,蔡女士（经理）,0755-82810084,公司关键词：内衣，文胸，大码文胸业务范围：服装饰件经营模式：生产制造员工人数：51 ~ 200人会员注册：第8年最近登录日期：2010-10-11
宁波硕码手机制造有限公司,手机,生产制造,中国广东省深圳市福田区华强北华强大厦A座1306,宁波硕码手机制造有限公司总部位于辽宁省宁波市高新技术开发区，是是一家专业从事移动电话和电子产品的研发、生产、销售、服务、股份制企业。成立于2006年3月1日，投资总额超过1000万，拥有一流的生产...（）,王磊先生（业务员）,0755-83643941,公司关键词：手机业务范围：消费电子经营模式：生产制造员工人数：> 1000人会员注册：第8年最近登录日期：2010-06-11
腾博国际,注册公司,生产制造,中心区卓越时代广场38楼3808,腾博国际是前海管理局的首批官方招商合伙人，专业为企业提供商事服务十年以上，是全球领先的金融全牌照服务提供商，从事公司注册服务、公司转让、香港公司注册、BVI公司注册、商业保理、融资租赁、典当行、小额贷款、政府补贴申请、各类许可证、资质审批、财税服务、综合金融服务,张女士女士,18923810269,主营产品：注册公司业务范围：枝形吊灯经营模式：生产制造会员注册：第2年最近登录日期：2016-11-21
深圳爱德仕技术服务有限公司,农业物联网系统物联网技术服务,生产制造,中国广东省深圳市宝安区广东西乡街道永丰社区一区五号建润商务中心502,深圳爱德仕技术服务有限公司（以下简称“爱德仕”），是一家IT类设计研发型企业。专注于为客户提供从方案定制到软硬件设计开发的全方位一站式技术服务，如：嵌入式设计开发、农业物联网系统、物联网技术服务、...（）,魏先生,18925289837,主营产品：农业物联网系统，物联网技术服务，定制APP设计开发业务范围：三极管经营模式：生产制造会员注册：第1年最近登录日期：2017-04-20
深圳市京睿科技有限公司,烟雾报警器GSM防盗报警器红外探测器,生产制造,观澜街道福前路A栋8楼,深圳市京睿科技有限公司成立于2016年，是一家集研发、生产、销售燃气报警器、一氧化碳报警器、烟雾报警器，防盗报警器主机配件等系列探测器于一体的安防生产制造企业。拥有多条具备国际先进水平的生产线，精...（）,陈静女士（业务经理）,0755-27189910,"主营产品：家用燃气报警器，烟雾报警器，红外探测器业务范围：接警、报警主机；报警器；探头、感应器；集成防盗报警系统；门磁和窗磁；电话报警设备；其它家居智能产品；个人报警器；火警探测；报警设备经营模式：生产制造员工人数：5 ~ 50人营业额：人民币81万 - 500万厂房面积：2000平方米主要市场：华东, 西北, 华北, 西南, 华中, 东北, 华南, 上海, 安徽, 内蒙古会员注册：第1年最近登录日期：2017-07-12"
深圳迅飞国际货运代理有限公司,欧洲亚马逊头程,商业服务,宝安国际机场福围航空物流中心,深圳市讯飞国际货运代理有限公司立足于跨境电商物流服务，专注于AmazonFBA/EBA/海外仓头程运输服务，以供应链物流，海外仓储，贸易代理等服务为补充，以海外公司注册，税号申请，税务会计等服务...（）,陈泽君女士,13728855842,主营产品：欧洲亚马逊头程，美国亚马逊头程，日本亚马逊头程业务范围：货运代理经营模式：商业服务会员注册：第2年最近登录日期：2016-07-29
深圳帝信誉企业管理咨询有限公司,记账报税商标注册公司注册,商业服务,前海深港合作区,"深圳帝信誉企业管理咨询有限公司，公司网址：http://www.dixin123.cn专业提供深圳公司注册,记账报税,商标注册,网站搭建,SEO优化,香港公司注册,许可证办理,深圳外资公司等业务。由工商高级咨询顾问.公计人员,网络搭建技术人员,SEO优化等组成的优秀团队,，专业技术上紧密依托多年的工作经验,行业数据分析，为客户提供专业、诚信等服务宗旨.",夏琪女士,15818681604,主营产品：公司注册，记账报税，商标注册业务范围：商务服务经营模式：商业服务会员注册：第2年最近登录日期：2017-07-31
车视杰电子深圳外贸部,车载DVD车载显示器 GPS,生产制造,中国广东省深圳市福田区梅华路,公司成立于二零零三年，是一家专业从事车载液晶显示器研发、生产及销售的高科技企业。主要经营：液晶TFT-LCD显示器、液晶TFT-LCD电视机，产品应用于车载VCD、DVD、TV、影音系统、卫星导航...（）,Merry女士（经理）,0755-83106080,公司关键词：车载显示器，车载DVD，GPS业务范围：汽摩及配件经营模式：生产制造员工人数：51 ~ 200人会员注册：第12年最近登录日期：2007-04-07
深圳市享新凯户外休闲家具贸易有限公司,太阳伞休闲家具户外家具,生产制造,中国广东省深圳市罗湖区梨园路家乐居装饰材料广场D区22号,深圳市享新凯户外休闲家具贸易有限公司是一家集研发、设计、制造、销售于一体的专业家具公司；公司拥有一批高素质的专业技术人员和管理人员，为客户提供至上至美的服务，为顺应家具市场发展趋势，全心打造中国家...（）,杨先生（经理）,0755-81228329,公司关键词：户外家具，休闲家具，太阳伞业务范围：工艺品；建筑和装饰材料；家具摆设；照明；运动健身和休闲娱乐；纺织；五金工具经营模式：生产制造会员注册：第11年最近登录日期：2009-12-31
深圳诚意贸易有限公司,服装,生产制造,中国广东省深圳市南山区桃园路1号,本司地处深圳，从事外贸服装出口生意多年，有实体批发店，有展厅写字楼，可上门看货，也可直接网上定购。本司所售商品款式新，质量好，价格优，全部是当季最新款，第一时间货源第一手价格，绝对具有时间和价格上...（）,Maggie先生,0755-26366948,公司关键词：服装业务范围：服装饰件；玩具经营模式：生产制造员工人数：5 ~ 50人会员注册：第15年最近登录日期：2007-01-04
夏蝉鸣服装批发零售行,服装服装,生产制造,广东省深圳市南山区马家龙名仕春天B座6单元3A,店里的服装有一部份是我们自己设计制作的，还有一部份是国外买家订做的样办。我们希望把最美好的服装带给每一位爱美的女孩，希望网络的世界让我们认识更多的朋友。,安妮女士（职员）,0755-86006440,公司关键词：服装，外贸库存，批发零售业务范围：服装饰件；纺织经营模式：生产制造员工人数：5 ~ 50人会员注册：第13年最近登录日期：2007-08-26
深圳索菲特外贸软件,软件,贸易批发,中国广东省深圳市南山,索菲特外贸软件公司供应外贸业务管理软件，外贸软件，外贸业务软件，外贸管理软件，外贸CRM软件，外贸邮件管理软件。公司1997年开始从事外向型企业管理软件的研发，2005年总部迁移至深圳科技园，公司以应用软件开发为核心产业、企业管理软件开发和服务为主要业务方向的高新技术软件企业，是我国最早从事外向型企业管理软件开发的专业公司之一。,雷女士（业务员）,0755-33376886,公司关键词：外贸软件业务范围：计算机数码产品经营模式：贸易批发会员注册：第8年最近登录日期：2010-06-11
深圳市同飞实业有限公司,装定机,生产制造,中国广东省深圳市福田区海鹰大厦19c,本公司化妆品部门专业经营仿真皮水凝蛋白面膜系列，以批发零售为主，在福田区岗夏新一佳旁精品天地商场内设有专柜，优良的产品，品种齐全及全市最低优惠价是本公司的宗旨，专业的服务态度及规范的销售是本公司的...（）,刘小龙先生（Ceo）,0755-82971929,公司关键词：装定机，打孔机，库存童鞋业务范围：医药卫生；办公文教经营模式：生产制造员工人数：5 ~ 50人会员注册：第11年最近登录日期：2007-10-12
深圳市天宇有限责任公司,折扣女装折扣男装,贸易批发,龙岗区 平湖新木社区金星一号一栋3楼 （公交站台：上木古村）,深圳格蕾斯服装公司专业批发品牌女装尾货，品牌服装折扣，折扣品牌女装，女装品牌折扣，库存女装，秋冬品牌女装库存，品牌折扣女装，广州品牌折扣女装，深圳品牌女装库存，杭州女装品牌尾货，时尚精品女装，精品...（）,慧慧女士,0755-66805564,主营产品：折扣女装，折扣男装，折扣童装业务范围：裙子；球服、运动及舞蹈服；西装、职业装、中山装；泳装和沙滩装；T恤；儿童服装；鞋类；休闲服装经营模式：贸易批发会员注册：第2年最近登录日期：2016-07-29
深圳市惠泽兴电子有限公司,蓝牙音箱电脑音箱手机配件,生产制造,宝安区泰华景秀城9栋8B,深圳市惠泽兴电子有限公司，座落于美丽的深圳市光明新区，是国内较早从事数码音箱研发生产与销售的私营企业。公司成立以来，秉承“品质保证，诚信经营，热情服务，售后无忧”的宗旨，以强大的研发实力为后盾，专...（）,李震蜀女士（售销经理）,18098992323,主营产品：蓝牙音箱，电脑音箱，手机配件业务范围：音箱；USB周边产品；电脑配件；数码产品经营模式：生产制造是否提供对外加工定制：是员工人数：51 ~ 200人营业额：人民币81万 - 500万厂房面积：1000平方米年出口额：人民币101万元 - 200万元质量控制：内部会员注册：第2年最近登录日期：2017-04-08
盈创国际服饰批发,服装 女装,贸易批发,中国广东省深圳市福田区金田路金港豪庭A座12楼A,本公司长期供应各类名牌外贸原单，跟单，品牌包括等。针对各零售商，可做小量批发服务，发货迅速，价格合理，小量起批。拥有完善的客户管理系统及先进的物流体系。,Vivian女士,15999632997,公司关键词：外贸服装，女装，裙子业务范围：服装饰件；箱包和礼盒经营模式：贸易批发员工人数：< 5人会员注册：第12年最近登录日期：2009-06-03
深圳市西凯照明,LED R7S,生产制造,龙岗区,西凯电气有限公司创始于香港，是一家专业从事节能与环保照明的高科技公司，LED照明产品应用核心业务。设立在香港的研发总部，拥有一流的设备和研发人员。凭借优良的品质和专业的技术，西...（）,王小姐女士,0755-85217278,"主营产品：LED R7S，LED 玉米灯，LED 灯管业务范围：LED灯泡灯管；LED球泡灯；LED灯；LED横插灯；LED玉米灯；灯箱；LED灯杯；LED蜡烛灯；LED帕灯；LED射灯经营模式：生产制造是否提供对外加工定制：是员工人数：5 ~ 50人营业额：人民币501万 – 2,000万厂房面积：1000平方米年出口额：人民币1001万元 - 2000万元质量控制：内部管理体系认证：ISO9001会员注册：第2年最近登录日期：2016-09-05"
深圳葵芳信息有限公司,香港服务器租用托管,商业服务,龙华新区清龙路港之龙,深圳葵芳数据中心，是一家具有香港运营商资质的IDC服务商，主营香港服务器的租用与托管，机柜出租，CDN加速等业务，是颇具实力的一家IDC公司。香港IDC葵芳数据中心机房直连...（）,小陈女士（客服经理）,15240663615,主营产品：香港服务器租用托管，云主机，VPN业务范围：服务器和工作站经营模式：商业服务员工人数：201 ~ 500人营业额：人民币81万 - 500万年出口额：人民币31万元 - 50万元质量控制：第三方管理体系认证：ISO9000会员注册：第2年最近登录日期：2017-02-08
深圳市金宏雅科技有限公司,蓝牙音箱迷你音箱3D眼境,生产制造,广东省深圳市宝安区西乡固戍海滨新村,"深圳市金宏雅科技有限公司致力于数码行业的发展,专业从事数码产业的研发、生产、制造及销售,凭借公司强大的技术力量和经济实力,不断开发出具有国际先进技术水平的新产品。具备专业的数码PCBA研发团队,同时承...（）",肖景文先生,0755-89474880,"公司关键词：3D眼境，蓝牙音箱，平衡车业务范围：其它消费电子经营模式：生产制造是否提供对外加工定制：是员工人数：51 ~ 200人营业额：人民币20,001万 – 40,000万厂房面积：30000平方米主要市场：华东, 西北, 华中, 东亚, 东南亚, 中东, 印巴, 东欧, 南美, 西欧年出口额：人民币5001万元 - 1亿元质量控制：第三方会员注册：第6年最近登录日期：2017-04-19"
深圳君事达实业有限公司,品牌童装品牌男装,贸易批发,龙岗区平湖街道新木社区金星路一栋三楼,深圳格蕾斯服饰，成立于2005年，是国内数一数二的品牌服装折扣公司，总部在深圳市平湖。我们经过多年的积累，已经跟各大品牌男装和女装达成了长期合作共识，并保持良好关系，更放心的货源，更贴心的服务。湖...（）,阿东先生,0755-6680497,主营产品：品牌男装，品牌女装，品牌童装业务范围：男式T恤；上装；羽绒服和防寒服；风衣；夹克；牛仔上装；皮革和毛皮服装；针织服装；毛衣；大衣经营模式：贸易批发会员注册：第2年最近登录日期：2016-10-23
深圳馨海怡针织品有限公司,针织品,生产制造,龙岗区南联向银路七号三楼,"深圳市馨海怡针织品有限公司,是一家袜子专业生产企业，是经国家相关部门批准注册的企业,是深圳特区唯一一家袜子生产工厂。主要产品有男袜，女袜，童袜，绅士袜、绣花棉袜、专业运动袜、少女时装袜、休闲袜、毛冷袜、登山袜、学生袜、裤袜等，生产加工销售为一体！并可根据客户要求生产各种款式的高中档棉袜，及承接各类品牌的袜类配套设计及生产。",钟新燕先生,0755-84820915,主营产品：针织品，袜子，针织连裤袜业务范围：围巾、头巾和保暖用品；袜子经营模式：生产制造是否提供对外加工定制：是员工人数：5 ~ 50人营业额：人民币80万以下厂房面积：1000平方米年出口额：人民币51万元 - 100万元质量控制：内部会员注册：第3年最近登录日期：2016-12-10
深圳金福创新科技有限公司,LED球泡灯LED面板灯LED格栅灯,生产制造,宝安区石岩镇玉山工业圆B栋5楼,深圳金福创新科技有限公司是专业从事LED室内照明灯具产品的研发和生产的高新技术企业，是节能创新优秀品牌“深工”品牌的配套服务公司。公司自成立以来一直专注于LED照明领域的生产服务，赢得了同行及客户...（）,邓先生先生（业务员）,755-29979682-606,主营产品：LED球泡灯，LED日光灯，LED面板灯业务范围：气体放电灯泡灯管；室内照明灯具；LED灯；灯具灯饰经营模式：生产制造是否提供对外加工定制：是员工人数：51 ~ 200人营业额：人民币81万 - 500万厂房面积：300平方米年出口额：人民币301万元 - 500万元质量控制：内部会员注册：第4年最近登录日期：2016-12-12
深圳市吉富源科技有限公司,理疗仪按摩器脉冲治疗仪,商业服务,松岗街道塘下涌社区,深圳市吉富源科技有限公司是一家以经营保健用品为主的生产加工型企业，公司位于广东省深圳，注册资本为10万人民币，主要经营数码经络治疗仪、低周波按摩机、眼护士、眼部按摩仪等产品。深圳市吉富源科技有限公...（）,吴旭鑫先生,17817810567,主营产品：工艺品、礼品，眼保仪，按摩器业务范围：保健用品；按摩、保健器材；其它按摩器；保健电器配件；迷你按摩器；头部按摩机；足底理疗仪和气血循环机；其它保健用品；经络保健器材；视力改善保健经营模式：商业服务会员注册：第2年最近登录日期：2016-12-03
深圳市爱都科技股份有限公司,智能手环智能心率手环,生产制造,龙华新区大浪华宁路及丽荣路交汇处国乐高新产业园3栋11楼,深圳市爱都科技股份有限公司简称”DO”，是全球领先的智能穿戴产品解决方案提供商，核心团队创立于2012年，产品销往20多个国家和地区。目前，公司旗下拥有30多名技术研发人员，自主研发计步、睡眠、心...（）,李小姐女士,0755-83987806,主营产品：智能手环，智能心率手环，智能手环方案业务范围：智能手环、运动手环经营模式：生产制造会员注册：第2年最近登录日期：2016-09-18
景辉橡塑绝缘有限公司,N/A,,广东省深圳市,我公司成立于2002年，主要生产加工各种绝缘材料制品，海棉EVA轻胶粘贴制品，橡胶制品，是产品中防震、密封、防滑、导电、包装等功能不可缺少的配件。我公司配备进口自动模切机器、冲床和检测设备仪器，拥有100多稳定的员工队伍和10年以上行业经验的管理人才。产品广泛使用于电子电器、电脑周边、手机、通讯、玩具、工艺礼品、汽车、运动器材等行业。,肖昭军先生,755-28455423,是否提供对外加工定制：是员工人数：201 ~ 500人营业额：人民币81万 - 500万年出口额：人民币301万元 - 500万元质量控制：第三方管理体系认证：ISO9001会员注册：第13年最近登录日期：2017-04-10
深圳市七洲电子有限公司,行车记录仪车载显示器车载摄像头,生产制造,龙岗区横岗街道红棉四路森城工业园,深圳市七洲电子有限公司成立于2013年，是倒车摄像头、倒车雷达、车载显示器等产品专业生产加工公司，产品已通过多项国家质量认证，拥有完整、科学的质量管理体系。深圳市七洲电子有限公司的诚信、实力和产品质量获得业界的认可。欢迎各界朋友莅临参观、指导和业务洽谈。,胡扬智先生,15014027242,主营产品：车载摄像头，倒车雷达，行车记录仪业务范围：车载摄像头；倒车雷达；行车记录仪；车载显示器经营模式：生产制造会员注册：第3年最近登录日期：2016-11-18
深圳亿通网络公司,企业网站,商业服务,中国广东省深圳市龙华民治街道综合大楼3楼,亿通网络棣属于科技有限公司旗下，专业致力于为企业提供互联网信息化解决方案。拥有五年资深行业经验。长期服务于IT行业与信息化产业的高科技阵地，专业从事于网站建设、网站宣传的服务。“务实、高效、服务至...（）,王女士（销售文员）,0755-27700311,公司关键词：企业网站，外贸网站业务范围：服装饰件；工艺品；箱包和礼盒；计算机数码产品；建筑和装饰材料；家具摆设；服务；运动健身和休闲娱乐；纺织；五金工具经营模式：商业服务员工人数：5 ~ 50人会员注册：第7年最近登录日期：2011-10-13
索菲特外贸软件公司,业务管理软件邮件管理,生产制造,中国广东省深圳市南山区软件园,索菲特软件公司于1997年开始从事外向型企业管理软件的研发，2005年总部迁移至深圳科技园。公司以应用软件开发为核心产业、企业管理软件开发和服务为主要业务方向的高新技术软件企业，是我国最早从事外向...（）,Candy女士（业务员）,0755-86654908,公司关键词：外贸邮件管理，外贸业务管理软件，外贸Crm软件业务范围：计算机数码产品经营模式：生产制造会员注册：第8年最近登录日期：2010-07-31
香港黛珂服饰有限公司,针织,其它组织,中国广东省深圳市布吉一村街42号,香港黛珂服饰有限公司是一家集设计、生产、销售为一体的女装为主营业务的服饰企业，公司成立于2001年，至今已经过了8年的历程，企业已初具规模。一、公司的成长历程...（）,胡女士,0755-28263803,公司关键词：针织，毛衣业务范围：服装饰件；纺织经营模式：其它组织会员注册：第8年最近登录日期：2013-06-11
深圳广之宇实业有限公司,耳机,生产制造,石岩润腾上排工业区D栋三楼,深圳广之宇实业有限公司本公司是一家集研发、生产、销售为一体的独资企业，产品工艺从原材料至注塑、电线、喷油、移印、喇叭、组装生产一条龙服务，公司主要生产各种低中高档耳机，产品包括手机免提耳机、MP3...（）,谭爱红女士,0755-82903178,主营产品：耳机业务范围：电脑配件经营模式：生产制造会员注册：第2年最近登录日期：2016-09-07
深圳柏阳国际货运代理有限公司,国际海运国际空运国际快递,商业服务,深圳市龙华新区民治大道318号民治商务中心（嘉熙业广场）南座1101-1102,"深圳柏阳国际货运代理有限公司（香港总公司：PROAIRINTERNATIONALCO.,LTD）是经商务部批准成立的国际货运代理企业，并经中国航空运输协会审核批准，获得国际航空货运一级代理资格...（）",卓恒先生（业务主管）,755-83299729-816,"主营产品：国际空运，国际快递，国际海运业务范围：航空和航道设施经营模式：商业服务员工人数：201 ~ 500人营业额：人民币20,001万 – 40,000万会员注册：第5年最近登录日期：2014-02-13"
深圳市捷迅蔚蓝科技有限公司,网页设计,商业服务,中国广东省深圳市福田区福强路石厦文化馆705室,捷迅创立于2007年，总部设在深圳，是深圳乃至全国最专业的综合性数字视觉技术、设计及服务解决方案提供商之一。于2009年成立了长沙公司。公司汇聚了国内外众多具有丰富...（）,Yang先生（经理）,0755-86201990,公司关键词：外贸网页设计，商城网站设计业务范围：农业食品；工艺品；计算机数码产品；消费电子；电工电气；家具摆设；医药卫生；工业设备及组件；服务；交通运输经营模式：商业服务员工人数：5 ~ 50人会员注册：第8年最近登录日期：2015-05-28
亚太甘外贸服装公司,服装,生产制造,广东深圳,"随着电子商务的飞速发展，不断拓展外贸名牌服装代工资源的库存和优质外贸尾货，为了更好地服务客户，成为优质产品批发供应商，无论国际采购团还是个体经营服装店以及网店，都会秉承""顾客至上，锐意进...（）",欧阳先生,0755-13632558976,主营产品：外贸服装业务范围：衬衫；针织服装经营模式：生产制造会员注册：第4年最近登录日期：2014-04-09
深圳市盛唐时代文化传媒有限公司,陶瓷,贸易批发,中国广东省深圳市龙岗区,"本公司主营的彩绘陶瓷、手绘陶瓷、外贸陶瓷,家居软装饰产品，均为出口欧美发达国家的顶级时尚品牌,如FitzAndFloyd,CertifiedInternational,Spode,Pfalt...（）",汪美含女士,0755-82801726,主营产品：陶瓷业务范围：其它工艺品经营模式：贸易批发会员注册：第3年最近登录日期：2015-12-02
钏溢达电子公司有限公司,蓝牙音箱礼品音箱插件音箱,生产制造,宝安区九围工业区,"钏溢达电子子,2008年成力,到今年有8年,一直专业生产加工蓝牙音箱插卡音箱手机音箱礼品音箱等各种小音箱,欢迎大家来电询问",蓝小姐女士,13760291242,主营产品：蓝牙音箱，礼品音箱，插件音箱业务范围：音箱经营模式：生产制造会员注册：第2年最近登录日期：2016-04-06
深圳市开德科技有限公司,LED模组焊线机,生产制造,宝安区福永街道白石厦龙王庙工业大厦A10栋7楼东,"深圳市开德科技有限公司座落于科技强镇福永,是一家专业从事自动化设备、非标自动化设备的高科技企业。公司集产品研发、生产、销售于一体，专业生产自动焊锡机、LED模线焊线机、灯串焊线机、灯带焊线机、灯条焊线机、自动锁螺丝机、点胶机。旗下的焊锡机、焊线机在业界享有极高声誉，拥有极高的稳定性及卓越品质，焊接工艺及效率已经远远优于同行业其他厂家，深受国内外用户好评。",龚先生先生,18926496726,主营产品：LED模组焊线机，灯串焊线机，灯条焊线机业务范围：焊锡机经营模式：生产制造会员注册：第2年最近登录日期：2016-09-12
